anldt,anlrst,obsrvtcd,obsrvtnm,ugrwtrl,,¿¬¿ù,Æò±Õ,¿¬µµ,Æò±Õ2
20200129,0,11749,µ¿ÇØ±Í¿î,7.566,,,,,
20200130,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200131,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200201,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200202,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200203,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200204,0,11749,µ¿ÇØ±Í¿î,7.708,,,,,
20200205,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200206,0,11749,µ¿ÇØ±Í¿î,7.676,,,,,
20200207,0,11749,µ¿ÇØ±Í¿î,7.676,,,,,
20200208,0,11749,µ¿ÇØ±Í¿î,7.659,,,,,
20200209,0,11749,µ¿ÇØ±Í¿î,7.659,,,,,
20200210,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200211,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200212,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200213,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200214,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200219,0,11749,µ¿ÇØ±Í¿î,7.116,,,,,
20200220,0,11749,µ¿ÇØ±Í¿î,7.116,,,,,
20200221,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200222,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200223,0,11749,µ¿ÇØ±Í¿î,7.116,,,,,
20200224,0,11749,µ¿ÇØ±Í¿î,7.116,,,,,
20200226,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20200227,0,11749,µ¿ÇØ±Í¿î,7.375,,,,,
20200228,0,11749,µ¿ÇØ±Í¿î,7.409,,,,,
20200229,0,11749,µ¿ÇØ±Í¿î,7.426,,,,,
20200301,0,11749,µ¿ÇØ±Í¿î,7.409,,,,,
20200302,0,11749,µ¿ÇØ±Í¿î,7.375,,,,,
20200303,0,11749,µ¿ÇØ±Í¿î,7.338,,,,,
20200304,0,11749,µ¿ÇØ±Í¿î,7.319,,,,,
20200305,0,11749,µ¿ÇØ±Í¿î,7.299,,,,,
20200306,0,11749,µ¿ÇØ±Í¿î,7.256,,,,,
20200307,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200308,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200309,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20200310,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20200311,0,11749,µ¿ÇØ±Í¿î,7.442,,,,,
20200312,0,11749,µ¿ÇØ±Í¿î,7.357,,,,,
20200313,0,11749,µ¿ÇØ±Í¿î,7.319,,,,,
20200314,0,11749,µ¿ÇØ±Í¿î,7.256,,,,,
20200315,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200316,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200317,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200318,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200319,0,11749,µ¿ÇØ±Í¿î,7.207,,,,,
20200320,0,11749,µ¿ÇØ±Í¿î,7.207,,,,,
20200321,0,11749,µ¿ÇØ±Í¿î,7.207,,,,,
20200322,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20200323,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20200324,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200325,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200326,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200327,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200328,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200329,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200330,0,11749,µ¿ÇØ±Í¿î,7.917,,,,,
20200331,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200401,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200402,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200403,0,11749,µ¿ÇØ±Í¿î,7.833,,,,,
20200404,0,11749,µ¿ÇØ±Í¿î,7.795,,,,,
20200405,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200406,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200407,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200408,0,11749,µ¿ÇØ±Í¿î,7.676,,,,,
20200409,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200410,0,11749,µ¿ÇØ±Í¿î,7.628,,,,,
20200411,0,11749,µ¿ÇØ±Í¿î,7.597,,,,,
20200412,0,11749,µ¿ÇØ±Í¿î,7.566,,,,,
20200413,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200414,0,11749,µ¿ÇØ±Í¿î,7.814,,,,,
20200415,0,11749,µ¿ÇØ±Í¿î,7.833,,,,,
20200416,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200417,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200418,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200419,0,11749,µ¿ÇØ±Í¿î,7.795,,,,,
20200420,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200421,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200422,0,11749,µ¿ÇØ±Í¿î,7.965,,,,,
20200423,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200424,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200425,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200426,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200427,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200428,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200429,0,11749,µ¿ÇØ±Í¿î,7.795,,,,,
20200430,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200501,0,11749,µ¿ÇØ±Í¿î,7.659,,,,,
20200502,0,11749,µ¿ÇØ±Í¿î,7.582,,,,,
20200503,0,11749,µ¿ÇØ±Í¿î,7.536,,,,,
20200504,0,11749,µ¿ÇØ±Í¿î,7.536,,,,,
20200505,0,11749,µ¿ÇØ±Í¿î,7.474,,,,,
20200506,0,11749,µ¿ÇØ±Í¿î,7.442,,,,,
20200507,0,11749,µ¿ÇØ±Í¿î,7.392,,,,,
20200508,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200509,0,11749,µ¿ÇØ±Í¿î,7.597,,,,,
20200510,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200511,0,11749,µ¿ÇØ±Í¿î,7.795,,,,,
20200512,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200513,0,11749,µ¿ÇØ±Í¿î,7.474,,,,,
20200514,0,11749,µ¿ÇØ±Í¿î,7.357,,,,,
20200515,0,11749,µ¿ÇØ±Í¿î,7.232,,,,,
20200516,0,11749,µ¿ÇØ±Í¿î,7.426,,,,,
20200517,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200518,0,11749,µ¿ÇØ±Í¿î,7.489,,,,,
20200519,0,11749,µ¿ÇØ±Í¿î,7.505,,,,,
20200520,0,11749,µ¿ÇØ±Í¿î,8.206,,,,,
20200521,0,11749,µ¿ÇØ±Í¿î,8.206,,,,,
20200522,0,11749,µ¿ÇØ±Í¿î,7.708,,,,,
20200523,0,11749,µ¿ÇØ±Í¿î,7.676,,,,,
20200524,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200525,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200526,0,11749,µ¿ÇØ±Í¿î,7.597,,,,,
20200527,0,11749,µ¿ÇØ±Í¿î,7.536,,,,,
20200528,0,11749,µ¿ÇØ±Í¿î,7.52,,,,,
20200529,0,11749,µ¿ÇØ±Í¿î,7.474,,,,,
20200530,0,11749,µ¿ÇØ±Í¿î,7.442,,,,,
20200531,0,11749,µ¿ÇØ±Í¿î,7.357,,,,,
20200601,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20200602,0,11749,µ¿ÇØ±Í¿î,6.993,,,,,
20200603,0,11749,µ¿ÇØ±Í¿î,6.892,,,,,
20200604,0,11749,µ¿ÇØ±Í¿î,6.783,,,,,
20200605,0,11749,µ¿ÇØ±Í¿î,6.543,,,,,
20200606,0,11749,µ¿ÇØ±Í¿î,6.335,,,,,
20200607,0,11749,µ¿ÇØ±Í¿î,6.258,,,,,
20200608,0,11749,µ¿ÇØ±Í¿î,6.258,,,,,
20200609,0,11749,µ¿ÇØ±Í¿î,6.176,,,,,
20200610,0,11749,µ¿ÇØ±Í¿î,6.084,,,,,
20200611,0,11749,µ¿ÇØ±Í¿î,5.98,,,,,
20200612,0,11749,µ¿ÇØ±Í¿î,5.98,,,,,
20200613,0,11749,µ¿ÇØ±Í¿î,5.864,,,,,
20200614,0,11749,µ¿ÇØ±Í¿î,5.74,,,,,
20200615,0,11749,µ¿ÇØ±Í¿î,5.74,,,,,
20200616,0,11749,µ¿ÇØ±Í¿î,5.486,,,,,
20200617,0,11749,µ¿ÇØ±Í¿î,5.486,,,,,
20200618,1,11749,µ¿ÇØ±Í¿î,5.356,,,,,
20200619,1,11749,µ¿ÇØ±Í¿î,5.22,,,,,
20200620,1,11749,µ¿ÇØ±Í¿î,5.091,,,,,
20200621,1,11749,µ¿ÇØ±Í¿î,4.978,,,,,
20200622,1,11749,µ¿ÇØ±Í¿î,4.879,,,,,
20200623,1,11749,µ¿ÇØ±Í¿î,4.789,,,,,
20200624,1,11749,µ¿ÇØ±Í¿î,4.706,,,,,
20200625,1,11749,µ¿ÇØ±Í¿î,4.628,,,,,
20200626,1,11749,µ¿ÇØ±Í¿î,4.485,,,,,
20200627,2,11749,µ¿ÇØ±Í¿î,4.417,,,,,
20200628,2,11749,µ¿ÇØ±Í¿î,4.28,,,,,
20200629,2,11749,µ¿ÇØ±Í¿î,4.209,,,,,
20200630,2,11749,µ¿ÇØ±Í¿î,4.134,,,,,
20200701,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200702,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200703,0,11749,µ¿ÇØ±Í¿î,7.917,,,,,
20200704,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200705,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200706,0,11749,µ¿ÇØ±Í¿î,7.814,,,,,
20200707,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200708,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200709,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200710,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200711,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200712,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200713,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200714,0,11749,µ¿ÇØ±Í¿î,8.532,,,,,
20200715,0,11749,µ¿ÇØ±Í¿î,8.736,,,,,
20200716,0,11749,µ¿ÇØ±Í¿î,8.411,,,,,
20200717,0,11749,µ¿ÇØ±Í¿î,8.206,,,,,
20200718,0,11749,µ¿ÇØ±Í¿î,8.082,,,,,
20200719,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200720,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200721,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200722,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200723,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200724,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200725,0,11749,µ¿ÇØ±Í¿î,8.736,,,,,
20200726,0,11749,µ¿ÇØ±Í¿î,8.736,,,,,
20200727,0,11749,µ¿ÇØ±Í¿î,8.532,,,,,
20200728,0,11749,µ¿ÇØ±Í¿î,8.326,,,,,
20200729,0,11749,µ¿ÇØ±Í¿î,8.206,,,,,
20200730,0,11749,µ¿ÇØ±Í¿î,8.532,,,,,
20200731,0,11749,µ¿ÇØ±Í¿î,8.411,,,,,
20200801,0,11749,µ¿ÇØ±Í¿î,8.26,,,,,
20200802,0,11749,µ¿ÇØ±Í¿î,8.119,,,,,
20200803,0,11749,µ¿ÇØ±Í¿î,8.05,,,,,
20200804,0,11749,µ¿ÇØ±Í¿î,8.019,,,,,
20200805,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200806,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200807,0,11749,µ¿ÇØ±Í¿î,8.05,,,,,
20200808,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200809,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200810,0,11749,µ¿ÇØ±Í¿î,7.991,,,,,
20200811,0,11749,µ¿ÇØ±Í¿î,8.26,,,,,
20200812,0,11749,µ¿ÇØ±Í¿î,8.326,,,,,
20200813,0,11749,µ¿ÇØ±Í¿î,8.206,,,,,
20200814,0,11749,µ¿ÇØ±Í¿î,8.05,,,,,
20200815,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200816,0,11749,µ¿ÇØ±Í¿î,7.965,,,,,
20200817,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200818,0,11749,µ¿ÇØ±Í¿î,7.814,,,,,
20200819,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200820,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200821,0,11749,µ¿ÇØ±Í¿î,7.708,,,,,
20200822,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200823,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200824,0,11749,µ¿ÇØ±Í¿î,7.742,,,,,
20200825,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20200826,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200827,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200828,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200912,0,11749,µ¿ÇØ±Í¿î,7.917,,,,,
20200913,0,11749,µ¿ÇØ±Í¿î,8.019,,,,,
20200914,0,11749,µ¿ÇØ±Í¿î,8.019,,,,,
20200915,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200916,0,11749,µ¿ÇØ±Í¿î,7.895,,,,,
20200917,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200918,0,11749,µ¿ÇØ±Í¿î,7.795,,,,,
20200919,0,11749,µ¿ÇØ±Í¿î,7.759,,,,,
20200920,0,11749,µ¿ÇØ±Í¿î,7.725,,,,,
20200921,0,11749,µ¿ÇØ±Í¿î,7.676,,,,,
20200922,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20200923,0,11749,µ¿ÇØ±Í¿î,7.628,,,,,
20200924,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200925,0,11749,µ¿ÇØ±Í¿î,7.612,,,,,
20200926,0,11749,µ¿ÇØ±Í¿î,7.941,,,,,
20200927,0,11749,µ¿ÇØ±Í¿î,7.874,,,,,
20200928,0,11749,µ¿ÇØ±Í¿î,7.853,,,,,
20200929,0,11749,µ¿ÇØ±Í¿î,7.777,,,,,
20200930,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20201001,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20201002,0,11749,µ¿ÇØ±Í¿î,7.644,,,,,
20201003,0,11749,µ¿ÇØ±Í¿î,7.582,,,,,
20201004,0,11749,µ¿ÇØ±Í¿î,7.566,,,,,
20201005,0,11749,µ¿ÇØ±Í¿î,7.551,,,,,
20201006,0,11749,µ¿ÇØ±Í¿î,7.505,,,,,
20201007,0,11749,µ¿ÇØ±Í¿î,7.489,,,,,
20201008,0,11749,µ¿ÇØ±Í¿î,7.458,,,,,
20201009,0,11749,µ¿ÇØ±Í¿î,7.392,,,,,
20201010,0,11749,µ¿ÇØ±Í¿î,7.319,,,,,
20201011,0,11749,µ¿ÇØ±Í¿î,7.299,,,,,
20201012,0,11749,µ¿ÇØ±Í¿î,7.207,,,,,
20201013,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20201014,0,11749,µ¿ÇØ±Í¿î,7.149,,,,,
20201015,0,11749,µ¿ÇØ±Í¿î,7.079,,,,,
20201016,0,11749,µ¿ÇØ±Í¿î,7.038,,,,,
20201017,0,11749,µ¿ÇØ±Í¿î,6.944,,,,,
20201018,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20201019,0,11749,µ¿ÇØ±Í¿î,7.278,,,,,
20201020,0,11749,µ¿ÇØ±Í¿î,7.179,,,,,
20201021,0,11749,µ¿ÇØ±Í¿î,6.892,,,,,
20201022,0,11749,µ¿ÇØ±Í¿î,6.667,,,,,
20201023,0,11749,µ¿ÇØ±Í¿î,6.477,,,,,
20201024,0,11749,µ¿ÇØ±Í¿î,6.407,,,,,
20201025,0,11749,µ¿ÇØ±Í¿î,6.335,,,,,
20201026,0,11749,µ¿ÇØ±Í¿î,6.176,,,,,
20201027,0,11749,µ¿ÇØ±Í¿î,6.176,,,,,
20201028,0,11749,µ¿ÇØ±Í¿î,6.176,,,,,
20201029,0,11749,µ¿ÇØ±Í¿î,6.176,,,,,
20201030,0,11749,µ¿ÇØ±Í¿î,6.084,,,,,
20201031,0,11749,µ¿ÇØ±Í¿î,6.084,,,,,
20201101,0,11749,µ¿ÇØ±Í¿î,5.98,,,,,
20201102,0,11749,µ¿ÇØ±Í¿î,5.98,,,,,
20201103,0,11749,µ¿ÇØ±Í¿î,5.864,,,,,
20201104,0,11749,µ¿ÇØ±Í¿î,5.74,,,,,
20201105,0,11749,µ¿ÇØ±Í¿î,5.613,,,,,
20201106,0,11749,µ¿ÇØ±Í¿î,5.613,,,,,
20201107,0,11749,µ¿ÇØ±Í¿î,5.486,,,,,
20201108,1,11749,µ¿ÇØ±Í¿î,5.356,,,,,
20201109,1,11749,µ¿ÇØ±Í¿î,5.356,,,,,
20201110,1,11749,µ¿ÇØ±Í¿î,5.22,,,,,
20201111,1,11749,µ¿ÇØ±Í¿î,5.091,,,,,
20201112,1,11749,µ¿ÇØ±Í¿î,5.091,,,,,
20201113,1,11749,µ¿ÇØ±Í¿î,4.879,,,,,
20201114,1,11749,µ¿ÇØ±Í¿î,4.789,,,,,
20201115,1,11749,µ¿ÇØ±Í¿î,4.706,,,,,
20201116,1,11749,µ¿ÇØ±Í¿î,4.628,,,,,
20201117,1,11749,µ¿ÇØ±Í¿î,4.485,,,,,
20201118,1,11749,µ¿ÇØ±Í¿î,4.485,,,,,
20201119,2,11749,µ¿ÇØ±Í¿î,4.417,,,,,
20201120,2,11749,µ¿ÇØ±Í¿î,4.417,,,,,
20201121,2,11749,µ¿ÇØ±Í¿î,4.349,,,,,
20201122,2,11749,µ¿ÇØ±Í¿î,4.28,,,,,
20201123,2,11749,µ¿ÇØ±Í¿î,4.209,,,,,
20201124,2,11749,µ¿ÇØ±Í¿î,4.134,,,,,
20201125,2,11749,µ¿ÇØ±Í¿î,4.134,,,,,
20201126,3,11749,µ¿ÇØ±Í¿î,4.051,,,,,
20201127,3,11749,µ¿ÇØ±Í¿î,4.051,,,,,
20201128,3,11749,µ¿ÇØ±Í¿î,3.959,,,,,
20201129,3,11749,µ¿ÇØ±Í¿î,3.959,,,,,
20201130,3,11749,µ¿ÇØ±Í¿î,3.959,,,,,
20201201,3,11749,µ¿ÇØ±Í¿î,3.852,,,,,
20201202,3,11749,µ¿ÇØ±Í¿î,3.852,,,,,
20201203,3,11749,µ¿ÇØ±Í¿î,3.852,,,,,
20201204,3,11749,µ¿ÇØ±Í¿î,3.852,,,,,
20201205,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201206,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201207,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201208,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201209,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201210,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201211,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201212,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201213,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201214,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201215,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201216,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201217,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201218,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201219,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201220,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201221,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201222,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201223,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201224,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201225,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201226,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201227,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201228,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201229,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201230,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20201231,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210101,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210102,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210103,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210104,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210105,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210106,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210107,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210108,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210109,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210110,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210111,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210112,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210113,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210114,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210115,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210116,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210117,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210118,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210119,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210120,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210121,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210122,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210123,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210124,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210125,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210126,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210127,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210128,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210129,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210130,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210131,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210201,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210202,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210203,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210204,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210205,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210206,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
20210207,3,11749,µ¿ÇØ±Í¿î,3.719,,,,,
