발생일시_년,발생일시_월,발생장소_시도,피해면적_합계
2019,10,경상북도,0.1
2019,10,경상남도,0.01
2019,10,경기도,0.01
2019,10,경기도,0.03
2019,10,충청남도,0.05
2019,10,경기도,0.03
2019,10,경상북도,0.05
2019,10,경기도,0.01
2019,9,경기도,0.16
2019,9,충청남도,0.02
2019,8,경기도,0.01
2019,8,강원도,0.08
2019,8,강원도,0.22
2019,8,충청남도,0.02
2019,7,강원도,0.6
2019,7,경기도,0.2
2019,7,강원도,0.01
2019,7,경기도,0.03
2019,7,경기도,0.03
2019,7,강원도,0.1
2019,7,강원도,0.07
2019,7,경기도,0.02
2019,7,충청남도,0.05
2019,7,충청남도,0.18
2019,7,전라북도,0.1
2019,7,충청남도,0.01
2019,7,충청남도,0.25
2019,7,충청남도,0.03
2019,7,경기도,0.1
2019,6,경기도,0.09
2019,6,경상북도,0.01
2019,6,경상북도,0.03
2019,6,경상북도,0.76
2019,6,경기도,0.04
2019,6,경상북도,0.18
2019,6,경상북도,0.02
2019,6,전라북도,1.2
2019,6,경상북도,0.5
2019,6,강원도,0.2
2019,6,경기도,0.01
2019,6,경기도,0.03
2019,6,경상북도,0.01
2019,6,경기도,0.1
2019,6,충청남도,0.03
2019,5,경상북도,1.07
2019,5,경기도,0.1
2019,5,경상북도,0.01
2019,5,경기도,0.02
2019,5,경상북도,4.7
2019,5,경기도,0.01
2019,5,충청남도,0.03
2019,5,전라북도,0.3
2019,5,경상북도,0.2
2019,5,강원도,0.1
2019,5,경기도,0.05
2019,5,경상북도,1
2019,5,강원도,0.1
2019,5,경상북도,0.1
2019,5,경기도,0.5
2019,5,경상북도,0.01
2019,5,강원도,0.01
2019,5,경기도,0.01
2019,5,경기도,0.1
2019,5,경기도,0.04
2019,5,경상북도,0.03
2019,5,경상북도,0.01
2019,5,경기도,0.01
2019,5,강원도,0.02
2019,5,전라남도,0.2
2019,5,경상북도,0.2
2019,5,경기도,0.01
2019,5,충청남도,0.05
2019,5,경상북도,0.03
2019,5,경기도,0.15
2019,5,경상북도,0.01
2019,5,경상북도,0.3
2019,5,경상남도,0.05
2019,5,경기도,0.01
2019,5,경기도,0.02
2019,5,충청남도,0.03
2019,5,경상남도,0.1
2019,5,경기도,0.08
2019,5,경기도,0.01
2019,5,충청북도,0.2
2019,5,전라남도,0.01
2019,5,강원도,0.1
2019,5,경상북도,0.01
2019,5,충청남도,0.05
2019,5,경상남도,0.01
2019,5,경상북도,0.1
2019,5,강원도,0.28
2019,5,경기도,0.2
2019,5,경기도,0.02
2019,5,강원도,0.1
2019,5,경기도,2
2019,5,경상북도,0.01
2019,5,전라남도,0.05
2019,5,경기도,0.01
2019,5,경상북도,0.01
2019,5,경기도,0.06
2019,5,경기도,0.09
2019,5,경상북도,0.1
2019,5,전라북도,0.3
2019,5,경기도,0.06
2019,5,경상북도,0.03
2019,5,강원도,0.54
2019,5,경기도,0.4
2019,5,경상북도,0.02
2019,5,경기도,0.01
2019,5,충청남도,0.06
2019,5,충청북도,0.2
2019,5,경기도,0.01
2019,5,경기도,0.01
2019,5,경상북도,0.03
2019,5,경기도,0.09
2019,5,경기도,0.01
2019,5,경기도,1.5
2019,5,강원도,1.9
2019,5,경기도,1
2019,5,강원도,2
2019,5,경기도,0.09
2019,5,강원도,0.1
2019,5,충청북도,0.5
2019,5,전라북도,0.01
2019,5,강원도,0.02
2019,5,전라남도,0.05
2019,5,경상남도,0.05
2019,5,충청남도,0.2
2019,5,경기도,0.15
2019,5,전라북도,0.01
2019,5,충청남도,0.03
2019,5,경상남도,0.02
2019,5,강원도,5.2
2019,5,강원도,0.15
2019,5,강원도,0.05
2019,5,경기도,0.01
2019,5,경기도,0.16
2019,5,강원도,0.05
2019,5,경기도,0.5
2019,5,경상북도,0.01
2019,5,강원도,0.02
2019,5,강원도,0.2
2019,5,경기도,0.01
2019,4,경기도,0.01
2019,4,경상남도,0.01
2019,4,경상북도,0.01
2019,4,경기도,0.02
2019,4,충청북도,0.01
2019,4,경기도,0.02
2019,4,충청북도,0.3
2019,4,경기도,0.04
2019,4,강원도,0.26
2019,4,충청남도,0.01
2019,4,경상북도,2.53
2019,4,경기도,0.3
2019,4,충청북도,0.5
2019,4,전라북도,0.01
2019,4,전라북도,0.1
2019,4,충청남도,0.03
2019,4,경기도,0.06
2019,4,강원도,0.03
2019,4,경상북도,0.01
2019,4,경기도,0.06
2019,4,충청남도,0.03
2019,4,경기도,0.01
2019,4,충청남도,0.05
2019,4,경기도,0.03
2019,4,경상남도,0.02
2019,4,경상북도,0.1
2019,4,충청남도,0.1
2019,4,경상북도,0.1
2019,4,경상북도,0.05
2019,4,경기도,0.09
2019,4,경기도,0.12
2019,4,경기도,2
2019,4,강원도,0.2
2019,4,경기도,0.02
2019,4,경상북도,0.1
2019,4,경기도,0.02
2019,4,경기도,0.1
2019,4,충청남도,0.05
2019,4,경상남도,0.01
2019,4,강원도,0.08
2019,4,충청남도,1.5
2019,4,경기도,0.04
2019,4,경상남도,0.03
2019,4,강원도,0.09
2019,4,경상북도,1.2
2019,4,경기도,0.01
2019,4,경상북도,0.15
2019,4,충청북도,0.1
2019,4,경상북도,0.01
2019,4,경상남도,0.01
2019,4,충청남도,0.01
2019,4,경기도,0.06
2019,4,충청남도,0.03
2019,4,경기도,0.01
2019,4,경기도,0.03
2019,4,경기도,0.02
2019,4,강원도,0.57
2019,4,충청북도,0.3
2019,4,충청남도,0.03
2019,4,경상남도,0.01
2019,4,경기도,0.7
2019,4,경기도,0.16
2019,4,전라북도,0.01
2019,4,경기도,1.5
2019,4,경기도,0.09
2019,4,충청북도,0.1
2019,4,강원도,0.5
2019,4,경기도,0.03
2019,4,경기도,0.6
2019,4,경기도,0.06
2019,4,충청남도,0.01
2019,4,충청북도,0.8
2019,4,경상북도,1
2019,4,경기도,0.01
2019,4,경기도,0.1
2019,4,경상남도,0.01
2019,4,경기도,0.04
2019,4,강원도,0.3
2019,4,경상남도,0.01
2019,4,경상북도,1.02
2019,4,경상북도,2
2019,4,경상북도,0.01
2019,4,경상북도,0.1
2019,4,경상북도,0.5
2019,4,경상북도,0.01
2019,4,경상북도,2
2019,4,경상남도,0.03
2019,4,경상북도,0.1
2019,4,경상남도,0.01
2019,4,경상남도,0.15
2019,4,충청남도,0.03
2019,4,전라남도,0.1
2019,4,경상북도,0.01
2019,4,경상남도,0.01
2019,4,경상북도,0.1
2019,4,경기도,1
2019,4,경상북도,0.16
2019,4,경상북도,3.6
2019,4,경상남도,4
2019,4,강원도,1260.15
2019,4,충청북도,0.05
2019,4,경기도,0.1
2019,4,강원도,1266.62
2019,4,경기도,0.3
2019,4,강원도,0.7
2019,4,경상남도,0.5
2019,4,충청남도,0.03
2019,4,강원도,344.93
2019,4,경상북도,0.21
2019,4,경상북도,0.01
2019,4,경기도,0.02
2019,4,경기도,2
2019,4,충청남도,0.01
2019,4,강원도,0.05
2019,4,경상북도,4
2019,4,충청남도,1.3
2019,4,경상남도,0.01
2019,4,경기도,0.2
2019,4,전라남도,0.04
2019,4,경상남도,0.05
2019,4,경상북도,9.6
2019,4,경기도,0.14
2019,4,경상북도,0.1
2019,4,경상남도,0.2
2019,4,강원도,0.7
2019,4,경기도,3.5
2019,4,경기도,0.05
2019,4,전라북도,1
2019,4,충청남도,0.05
2019,4,경상남도,0.03
2019,4,전라남도,0.5
2019,4,경상남도,1
2019,4,경상남도,0.2
2019,4,충청남도,0.05
2019,4,경상북도,0.3
2019,4,경상북도,0.15
2019,4,경상남도,56.9
2019,4,경상남도,0.01
2019,4,경기도,1
2019,4,경상남도,0.01
2019,4,경기도,0.04
2019,4,경기도,0.6
2019,4,경기도,0.05
2019,4,전라남도,0.05
2019,4,경상북도,0.04
2019,4,경상남도,0.1
2019,4,경기도,0.06
2019,4,강원도,0.02
2019,4,전라남도,7
2019,4,전라남도,0.15
2019,4,경상북도,0.06
2019,4,경상북도,0.15
2019,3,경기도,0.01
2019,3,전라북도,0.02
2019,3,경상북도,0.02
2019,3,전라남도,0.04
2019,3,경상남도,0.01
2019,3,경상북도,1
2019,3,경기도,0.3
2019,3,경상북도,18.44
2019,3,경기도,0.67
2019,3,경기도,0.15
2019,3,경기도,0.1
2019,3,전라남도,0.3
2019,3,경상북도,22
2019,3,충청남도,0.03
2019,3,전라남도,0.05
2019,3,경상남도,2
2019,3,전라남도,0.05
2019,3,경상북도,0.7
2019,3,경상북도,1
2019,3,경상북도,0.3
2019,3,경상북도,0.1
2019,3,경기도,0.01
2019,3,경상남도,0.01
2019,3,경상남도,0.03
2019,3,경상남도,0.03
2019,3,전라북도,0.01
2019,3,경상남도,0.01
2019,3,경상북도,0.05
2019,3,경상북도,0.06
2019,3,경상북도,0.2
2019,3,경상북도,0.1
2019,3,충청남도,0.05
2019,3,경기도,0.05
2019,3,경상북도,0.1
2019,3,경상북도,0.2
2019,3,경상북도,0.07
2019,3,전라북도,0.01
2019,3,경기도,0.03
2019,3,경기도,1
2019,3,경상북도,0.06
2019,3,경기도,0.03
2019,3,경상북도,3
2019,3,경상남도,0.02
2019,3,경기도,0.03
2019,3,경상남도,0.1
2019,3,경기도,0.01
2019,3,전라남도,0.5
2019,3,경상북도,0.02
2019,3,강원도,1.3
2019,3,전라남도,0.02
2019,3,전라남도,0.01
2019,3,경상남도,0.01
2019,3,경기도,0.02
2019,3,경기도,0.07
2019,3,경상남도,0.01
2019,3,경상남도,0.1
2019,3,충청남도,0.3
2019,3,경상북도,0.24
2019,3,경상남도,0.05
2019,3,경상북도,0.04
2019,3,경상북도,0.06
2019,3,경기도,0.03
2019,3,경상북도,0.3
2019,3,경상남도,0.8
2019,3,강원도,0.02
2019,3,경기도,1
2019,3,경상남도,0.01
2019,3,경기도,0.9
2019,3,경기도,0.08
2019,3,경기도,0.15
2019,3,경기도,0.2
2019,3,경기도,0.16
2019,3,충청남도,0.03
2019,3,강원도,0.01
2019,3,강원도,0.1
2019,3,경기도,0.16
2019,3,충청북도,0.01
2019,3,경기도,0.03
2019,3,경기도,0.3
2019,3,경기도,0.06
2019,3,충청남도,0.2
2019,3,충청북도,0.03
2019,3,경기도,0.08
2019,3,경기도,0.02
2019,3,전라북도,0.02
2019,3,경기도,0.02
2019,3,경상남도,0.01
2019,3,경상북도,0.89
2019,3,강원도,0.1
2019,3,경기도,0.04
2019,3,경기도,0.01
2019,3,강원도,0.02
2019,3,경상남도,0.1
2019,3,경기도,0.1
2019,3,경상남도,0.05
2019,3,경기도,0.1
2019,3,경기도,0.03
2019,3,경상북도,0.03
2019,3,경상남도,0.01
2019,3,경상북도,0.06
2019,3,경기도,0.15
2019,3,경기도,0.01
2019,3,경기도,0.3
2019,3,경기도,0.03
2019,3,충청북도,0.08
2019,3,경기도,0.06
2019,3,강원도,0.06
2019,3,경기도,0.01
2019,3,경상북도,0.01
2019,3,경상남도,0.01
2019,3,경기도,1
2019,3,경기도,0.1
2019,3,경기도,0.06
2019,3,강원도,0.1
2019,3,강원도,0.6
2019,3,충청북도,0.01
2019,3,경기도,0.03
2019,3,경기도,0.1
2019,3,강원도,0.1
2019,3,경기도,0.01
2019,3,경기도,0.01
2019,3,경상북도,0.1
2019,3,경상북도,0.03
2019,3,충청남도,0.03
2019,3,경기도,0.06
2019,3,경기도,0.2
2019,3,경상남도,0.1
2019,3,강원도,0.98
2019,3,강원도,0.08
2019,3,경상남도,0.15
2019,3,경기도,0.16
2019,3,충청북도,0.01
2019,3,경기도,0.05
2019,3,경상남도,0.01
2019,3,경기도,0.03
2019,3,경상북도,0.1
2019,3,경기도,0.1
2019,3,경상북도,1.2
2019,3,경기도,0.01
2019,3,전라남도,0.5
2019,3,경상남도,0.02
2019,2,충청북도,0.01
2019,2,경상남도,0.01
2019,2,경기도,0.3
2019,2,강원도,1
2019,2,강원도,0.1
2019,2,경기도,0.03
2019,2,경기도,0.01
2019,2,충청남도,0.03
2019,2,충청남도,0.2
2019,2,경상남도,2
2019,2,충청남도,0.1
2019,2,전라북도,0.01
2019,2,충청북도,0.1
2019,2,경상남도,0.04
2019,2,경상남도,0.01
2019,2,경상북도,0.01
2019,2,경상남도,0.01
2019,2,전라남도,0.07
2019,2,전라남도,0.02
2019,2,경기도,0.09
2019,2,충청북도,0.01
2019,2,경상북도,0.05
2019,2,경기도,0.2
2019,2,경상북도,0.03
2019,2,경상북도,0.1
2019,2,전라남도,0.02
2019,2,경상북도,0.46
2019,2,경상북도,0.3
2019,2,경상북도,0.01
2019,2,충청북도,0.01
2019,2,전라남도,0.3
2019,2,경상북도,0.15
2019,2,경상남도,0.1
2019,2,경상북도,0.5
2019,2,경상북도,0.02
2019,2,경기도,0.01
2019,2,경기도,0.8
2019,2,충청남도,0.04
2019,2,경상남도,0.1
2019,2,전라남도,0.01
2019,2,경기도,0.15
2019,2,경기도,0.02
2019,2,경기도,0.01
2019,2,경상남도,0.03
2019,2,경기도,0.06
2019,2,경기도,0.12
2019,2,충청남도,0.1
2019,2,경기도,0.05
2019,2,경상북도,0.02
2019,2,전라남도,0.01
2019,2,경상북도,0.03
2019,2,경상남도,0.1
2019,2,경상남도,0.01
2019,2,경상북도,0.2
2019,2,경상북도,0.1
2019,2,경상북도,0.03
2019,2,경기도,0.86
2019,2,경기도,0.01
2019,2,경상남도,0.05
2019,2,경상북도,0.05
2019,2,경기도,0.01
2019,1,경상북도,0.3
2019,1,경기도,0.05
2019,1,강원도,0.05
2019,1,강원도,0.34
2019,1,전라남도,0.2
2019,1,경상남도,0.1
2019,1,경상북도,1.5
2019,1,경기도,0.04
2019,1,경기도,0.16
2019,1,경기도,0.1
2019,1,경상남도,0.01
2019,1,전라남도,0.05
2019,1,경상북도,0.8
2019,1,강원도,0.4
2019,1,경기도,0.18
2019,1,경기도,0.02
2019,1,경기도,0.01
2019,1,경기도,1.45
2019,1,충청남도,0.02
2019,1,경상남도,9.14
2019,1,강원도,0.2
2019,1,경기도,0.03
2019,1,전라북도,0.01
2019,1,경상남도,0.07
2019,1,경기도,0.2
2019,1,경상북도,0.1
2019,1,경상남도,0.01
2019,1,경기도,0.01
2019,1,강원도,3.6
2019,1,경상남도,0.01
2019,1,전라남도,0.01
2019,1,강원도,0.1
2019,1,강원도,0.05
2019,1,경기도,0.02
2019,1,경기도,0.03
2019,1,충청북도,0.1
2019,1,경상북도,0.01
2019,1,경상북도,0.2
2019,1,경기도,0.01
2019,1,충청북도,0.1
2019,1,경상남도,0.03
2019,1,강원도,0.3
2019,1,충청북도,0.1
2019,1,경기도,5
2019,1,경상남도,0.01
2019,1,강원도,1
2019,1,경기도,0.08
2019,1,경상북도,0.06
2019,1,경상북도,0.5
2019,1,경상남도,0.01
2019,1,전라남도,1.2
2019,1,전라남도,0.03
2019,1,경기도,0.33
2019,1,경기도,0.04
2019,1,강원도,0.1
2019,1,전라북도,0.01
2019,1,충청남도,0.01
2019,1,전라남도,0.03
2019,1,충청남도,0.02
2019,1,경상남도,0.1
2019,1,경상남도,0.01
2019,1,강원도,1.46
2019,1,강원도,0.03
2019,1,경상북도,0.4
2019,1,충청북도,0.01
2019,1,충청북도,0.01
2019,1,경상북도,0.02
2019,1,충청남도,0.05
2019,1,경상남도,0.23
2019,1,경상남도,0.01
2019,1,전라남도,0.02
2019,1,경상남도,0.01
2019,1,전라남도,0.01
2019,1,경기도,0.2
2019,1,충청남도,0.45
2019,1,경상남도,0.4
2019,1,경상북도,0.1
2019,1,강원도,0.35
2019,1,전라남도,0.7
2019,1,경기도,0.1
2019,1,경기도,0.16
2019,1,경상북도,0.03
2019,1,경기도,0.02
2019,1,경상북도,0.1
2019,1,경상남도,0.01
2019,1,경기도,0.8
2019,1,경상북도,0.2
2019,1,충청북도,0.01
2019,1,충청북도,0.3
2019,1,경기도,0.2
2019,1,경기도,0.01
2019,1,경상북도,0.1
2019,1,경상북도,0.01
2019,1,전라북도,0.2
2019,1,경상북도,0.25
2019,1,경상남도,0.91
2019,1,전라북도,0.05
2019,1,경상북도,1.5
2019,1,경상북도,0.5
2019,1,경기도,0.05
2019,1,경상북도,0.01
2019,1,경기도,0.15
2019,1,경상북도,0.04
2019,1,강원도,97.94
2019,1,전라남도,0.3
2019,1,경상북도,0.04
2018,12,경상남도,0.03
2018,12,전라남도,0.1
2018,12,전라남도,0.1
2018,12,전라북도,0.2
2018,12,전라남도,0.1
2018,12,충청북도,0.01
2018,12,경상북도,0.01
2018,12,충청남도,0.05
2018,12,강원도,27
2018,12,경기도,0.02
2018,12,경상북도,0.07
2018,12,전라북도,0.09
2018,12,경기도,0.3
2018,12,경기도,0.03
2018,12,경상남도,0.01
2018,12,전라남도,0.2
2018,12,경기도,0.02
2018,12,경기도,0.3
2018,12,충청남도,0.2
2018,12,강원도,0.05
2018,12,경상남도,0.01
2018,12,경상북도,0.01
2018,12,경상남도,0.16
2018,12,경기도,0.01
2018,12,충청남도,0.1
2018,12,전라남도,0.01
2018,12,전라남도,0.02
2018,12,경기도,0.01
2018,12,전라남도,0.01
2018,12,전라북도,0.2
2018,12,경기도,0.06
2018,12,경기도,0.05
2018,11,경상북도,0.1
2018,11,충청북도,0.01
2018,11,경상남도,0.4
2018,11,경상남도,0.01
2018,11,강원도,0.03
2018,11,강원도,0.1
2018,11,경상남도,0.01
2018,11,전라남도,0.3
2018,11,강원도,0.1
2018,11,경기도,0.1
2018,11,경기도,0.06
2018,11,경기도,0.02
2018,11,전라남도,0.01
2018,10,충청남도,0.1
2018,10,경기도,0.05
2018,10,경상북도,0.1
2018,10,경상남도,0.01
2018,10,경상북도,0.1
2018,10,강원도,0.01
2018,10,경기도,0.03
2018,10,전라남도,0.01
2018,10,경상북도,0.01
2018,9,경상북도,0.01
2018,9,경기도,0.2
2018,9,경기도,0.04
2018,8,전라북도,0.01
2018,8,충청북도,0.01
2018,8,경상남도,0.06
2018,8,경기도,0.01
2018,8,전라남도,0.02
2018,8,전라북도,0.01
2018,8,충청북도,0.01
2018,8,충청북도,0.01
2018,8,충청북도,0.01
2018,8,경상남도,0.01
2018,8,경기도,0.5
2018,8,충청북도,0.05
2018,8,전라남도,0.01
2018,8,전라북도,1
2018,8,전라북도,0.01
2018,8,전라남도,0.01
2018,8,경상북도,0.01
2018,8,강원도,9.4
2018,8,경기도,0.2
2018,8,경기도,0.01
2018,8,경기도,0.3
2018,8,충청남도,0.1
2018,8,충청남도,0.06
2018,8,경상북도,31.9
2018,8,강원도,0.25
2018,8,경기도,0.23
2018,8,경상북도,0.15
2018,8,경상남도,0.01
2018,8,경상북도,3
2018,8,경상남도,0.05
2018,8,경기도,0.02
2018,8,전라남도,0.5
2018,8,강원도,0.02
2018,8,강원도,0.03
2018,8,경상북도,0.01
2018,8,경상북도,0.3
2018,8,경상북도,0.05
2018,8,경상남도,0.01
2018,8,경상북도,0.5
2018,8,강원도,1.04
2018,8,경기도,0.01
2018,8,경상북도,0.03
2018,8,경상남도,0.01
2018,8,전라북도,0.1
2018,8,충청남도,0.58
2018,8,강원도,0.1
2018,7,강원도,0.2
2018,7,경상북도,0.05
2018,7,전라북도,0.3
2018,7,경기도,0.01
2018,7,경기도,0.06
2018,7,경상북도,0.06
2018,7,강원도,0.86
2018,7,경상북도,1.5
2018,7,전라남도,0.01
2018,7,경상북도,0.01
2018,7,전라북도,0.05
2018,7,충청북도,0.01
2018,7,충청북도,0.02
2018,7,전라남도,0.01
2018,7,충청남도,0.05
2018,6,경상북도,0.02
2018,6,경상북도,0.06
2018,6,경상남도,0.02
2018,6,강원도,0.15
2018,6,강원도,1
2018,6,경상북도,0.01
2018,6,경상남도,0.02
2018,6,경상북도,3
2018,6,경상남도,0.03
2018,6,전라북도,0.05
2018,6,충청북도,0.01
2018,6,경상남도,0.02
2018,6,경상북도,0.07
2018,6,강원도,0.01
2018,6,경상북도,0.3
2018,6,경상북도,0.02
2018,6,강원도,0.54
2018,6,강원도,0.05
2018,6,충청북도,0.01
2018,6,충청남도,0.02
2018,6,경상북도,0.05
2018,6,충청북도,0.1
2018,6,충청북도,0.15
2018,6,충청남도,0.01
2018,6,전라남도,0.02
2018,6,경상북도,0.02
2018,6,전라남도,0.02
2018,6,경상북도,0.01
2018,6,경상북도,0.03
2018,6,충청남도,0.01
2018,6,충청남도,0.16
2018,6,전라남도,0.01
2018,6,전라북도,0.02
2018,6,경기도,0.08
2018,6,경기도,0.02
2018,6,충청남도,0.02
2018,6,경기도,0.01
2018,6,경기도,0.03
2018,6,경상북도,0.1
2018,6,전라남도,0.01
2018,6,경상남도,0.05
2018,6,경기도,0.01
2018,6,경기도,0.03
2018,6,강원도,0.01
2018,6,충청남도,0.07
2018,5,경상북도,0.2
2018,5,전라북도,0.02
2018,5,경상북도,0.73
2018,4,전라북도,0.02
2018,4,경상남도,0.02
2018,4,충청남도,0.03
2018,4,경상북도,0.1
2018,4,전라북도,0.01
2018,4,경기도,0.15
2018,4,경상북도,0.1
2018,4,경기도,0.01
2018,4,충청북도,0.01
2018,4,경상북도,0.02
2018,4,강원도,0.5
2018,4,충청남도,0.01
2018,4,강원도,0.5
2018,4,경상북도,0.1
2018,4,경상남도,0.5
2018,4,경상북도,0.5
2018,4,경기도,1
2018,4,전라북도,0.02
2018,4,경기도,0.01
2018,4,강원도,3
2018,4,경상북도,0.01
2018,4,경상북도,0.02
2018,4,강원도,0.15
2018,4,경기도,0.6
2018,4,경상남도,0.02
2018,4,경상남도,0.01
2018,4,충청북도,0.3
2018,4,경기도,0.15
2018,4,충청남도,0.01
2018,4,경상남도,0.3
2018,4,경상북도,0.01
2018,4,강원도,0.08
2018,4,경상북도,0.01
2018,4,강원도,13.08
2018,4,경상북도,0.1
2018,4,경상북도,0.1
2018,4,충청북도,0.01
2018,4,경상북도,0.7
2018,4,전라남도,0.06
2018,4,경상북도,0.2
2018,4,경상남도,0.01
2018,4,경상북도,0.01
2018,4,전라북도,0.01
2018,4,충청남도,0.1
2018,4,경상남도,0.03
2018,4,경기도,0.22
2018,4,경기도,0.03
2018,4,경상북도,0.02
2018,4,경상북도,0.01
2018,4,경기도,0.5
2018,4,전라남도,0.03
2018,4,강원도,0.02
2018,4,경상북도,0.01
2018,4,경기도,0.1
2018,4,경상북도,0.01
2018,4,경상북도,0.1
2018,4,경기도,0.02
2018,4,경상북도,0.3
2018,4,경기도,0.03
2018,4,경상남도,0.02
2018,4,전라북도,0.05
2018,4,경기도,0.5
2018,4,충청남도,0.4
2018,4,경기도,0.01
2018,4,강원도,0.3
2018,4,충청북도,0.01
2018,4,충청북도,0.01
2018,4,경상북도,0.01
2018,4,전라남도,0.03
2018,4,경상북도,0.01
2018,4,경기도,0.03
2018,4,경상북도,2
2018,4,경상북도,16.1
2018,4,경상북도,0.5
2018,4,경기도,0.5
2018,4,경기도,0.02
2018,4,전라북도,0.01
2018,4,경기도,0.33
2018,4,전라북도,0.9
2018,4,경기도,0.09
2018,4,전라북도,0.6
2018,4,경상남도,0.3
2018,4,충청북도,0.01
2018,4,경상남도,0.02
2018,4,경상남도,0.33
2018,4,경상북도,0.2
2018,4,전라북도,0.2
2018,4,강원도,0.1
2018,3,경기도,0.5
2018,3,경기도,0.01
2018,3,경상남도,0.02
2018,3,전라남도,0.21
2018,3,충청북도,0.01
2018,3,경상북도,0.2
2018,3,충청북도,0.01
2018,3,경기도,0.1
2018,3,경기도,1.5
2018,3,경상북도,0.01
2018,3,경기도,0.5
2018,3,경상남도,0.01
2018,3,경기도,0.06
2018,3,경기도,0.01
2018,3,충청남도,0.02
2018,3,경상남도,0.1
2018,3,경기도,0.01
2018,3,경상북도,0.2
2018,3,경기도,0.03
2018,3,경상남도,0.01
2018,3,경상북도,12.4
2018,3,충청북도,0.01
2018,3,전라북도,0.2
2018,3,경기도,0.07
2018,3,경상북도,0.4
2018,3,경상남도,0.01
2018,3,경상남도,0.01
2018,3,강원도,356.85
2018,3,경상북도,0.1
2018,3,경상남도,0.01
2018,3,경상북도,0.5
2018,3,충청북도,0.01
2018,3,경상북도,0.01
2018,3,경기도,0.01
2018,3,충청남도,0.03
