발생일시_년,발생일시_월,발생장소_시도,피해면적_합계
2018,3,경상북도,0.1
2018,3,충청북도,0.01
2018,3,경기도,0.06
2018,3,경상북도,0.16
2018,3,충청북도,0.01
2018,3,경기도,0.5
2018,3,경상남도,0.2
2018,3,경상북도,1.2
2018,3,강원도,0.2
2018,3,강원도,0.3
2018,3,전라남도,0.02
2018,3,경상남도,0.02
2018,3,경기도,0.16
2018,3,경상남도,0.02
2018,3,경기도,0.09
2018,3,경상북도,0.06
2018,3,경상남도,0.1
2018,3,경기도,0.09
2018,3,경기도,0.1
2018,3,강원도,1.1
2018,3,경기도,0.01
2018,3,경상북도,0.01
2018,3,경상남도,0.01
2018,3,충청남도,0.3
2018,3,경상북도,0.1
2018,3,강원도,0.2
2018,3,충청남도,0.1
2018,3,경상북도,2.5
2018,3,경기도,0.16
2018,3,충청북도,0.01
2018,3,경상북도,1.4
2018,3,경기도,0.08
2018,3,충청북도,0.03
2018,3,전라남도,0.03
2018,3,경기도,0.16
2018,3,경기도,0.16
2018,3,경기도,0.01
2018,3,경기도,0.01
2018,3,경상북도,0.02
2018,3,경상남도,0.01
2018,3,경기도,0.03
2018,3,경기도,0.1
2018,3,충청남도,0.15
2018,3,경기도,0.06
2018,3,경상남도,0.01
2018,3,충청남도,0.3
2018,3,경상남도,0.01
2018,3,경상남도,0.01
2018,2,경상북도,0.5
2018,2,전라북도,0.02
2018,2,경상남도,0.1
2018,2,충청남도,0.4
2018,2,충청남도,0.03
2018,2,충청남도,0.02
2018,2,전라남도,0.8
2018,2,경상북도,0.02
2018,2,전라북도,0.02
2018,2,경기도,0.09
2018,2,경상남도,0.1
2018,2,전라남도,0.1
2018,2,경기도,0.08
2018,2,경기도,0.1
2018,2,전라북도,0.01
2018,2,충청남도,0.05
2018,2,충청남도,0.03
2018,2,경상북도,0.05
2018,2,경상남도,0.01
2018,2,경상북도,0.02
2018,2,전라남도,0.02
2018,2,경상남도,0.1
2018,2,전라남도,0.02
2018,2,경기도,0.6
2018,2,경상남도,0.2
2018,2,경상북도,0.01
2018,2,경상북도,0.13
2018,2,전라북도,0.1
2018,2,경상북도,0.2
2018,2,경상남도,1
2018,2,경상남도,0.01
2018,2,경상북도,0.03
2018,2,충청남도,0.17
2018,2,경상북도,0.06
2018,2,경상북도,0.01
2018,2,경상북도,0.1
2018,2,강원도,0.1
2018,2,경상남도,0.05
2018,2,경상남도,0.01
2018,2,충청북도,0.01
2018,2,전라남도,0.02
2018,2,경기도,0.01
2018,2,충청남도,0.03
2018,2,경상남도,0.03
2018,2,강원도,0.5
2018,2,경상북도,0.1
2018,2,경상북도,0.2
2018,2,경상남도,0.15
2018,2,경상남도,0.1
2018,2,경상남도,0.15
2018,2,경상북도,0.04
2018,2,전라남도,0.05
2018,2,경기도,0.1
2018,2,경상남도,0.1
2018,2,전라북도,0.01
2018,2,경기도,0.06
2018,2,충청남도,0.01
2018,2,경상북도,7
2018,2,충청남도,0.07
2018,2,경상북도,1
2018,2,경상북도,0.05
2018,2,경기도,0.3
2018,2,경기도,0.03
2018,2,경상북도,0.01
2018,2,경기도,0.5
2018,2,전라남도,3
2018,2,강원도,0.5
2018,2,경상북도,0.81
2018,2,경상남도,0.01
2018,2,경상북도,0.2
2018,2,경상남도,0.02
2018,2,충청남도,0.01
2018,2,경상남도,0.15
2018,2,경상남도,0.01
2018,2,경상북도,0.04
2018,2,경기도,0.1
2018,2,전라남도,0.1
2018,2,경기도,0.05
2018,2,경상남도,0.03
2018,2,경상남도,0.03
2018,2,경기도,0.06
2018,2,경기도,0.01
2018,2,경상남도,0.01
2018,2,경상북도,0.01
2018,2,경상남도,0.03
2018,2,강원도,0.1
2018,2,경상북도,0.02
2018,2,경상남도,0.01
2018,2,강원도,76.46
2018,2,강원도,161.14
2018,2,충청북도,0.01
2018,2,경상북도,0.5
2018,2,경상북도,1
2018,2,전라남도,0.02
2018,2,강원도,0.2
2018,2,경기도,0.06
2018,2,경상남도,1.5
2018,2,경기도,0.2
2018,2,충청남도,0.02
2018,2,충청남도,0.03
2018,2,충청남도,0.4
2018,2,경상북도,13
2018,2,경상남도,0.01
2018,2,경상북도,0.06
2018,2,충청북도,0.01
2018,2,경상남도,0.03
2018,2,강원도,0.01
2018,2,경상북도,0.2
2018,2,강원도,0.06
2018,2,경상남도,1.2
2018,2,경기도,0.04
2018,2,경상남도,0.01
2018,2,경상북도,0.2
2018,2,충청남도,0.02
2018,2,경상남도,0.05
2018,2,경상남도,0.01
2018,2,경상북도,0.01
2018,2,경기도,0.01
2018,2,경기도,0.15
2018,2,경상북도,0.5
2018,2,경상남도,0.01
2018,2,충청북도,0.03
2018,2,충청북도,0.1
2018,2,경상북도,0.09
2018,2,경상남도,0.01
2018,2,충청북도,0.1
2018,2,경상북도,0.03
2018,2,강원도,0.02
2018,2,경기도,0.02
2018,2,경상북도,0.2
2018,1,경상북도,0.05
2018,1,전라북도,0.2
2018,1,경상북도,1
2018,1,경상남도,0.02
2018,1,경상북도,0.02
2018,1,경기도,3
2018,1,경상남도,1
2018,1,경기도,0.03
2018,1,경기도,0.01
2018,1,경상남도,0.02
2018,1,전라남도,0.15
2018,1,경상남도,0.01
2018,1,전라남도,0.05
2018,1,경상남도,0.01
2018,1,전라남도,0.03
2018,1,경기도,0.04
2018,1,강원도,17.73
2018,1,경상북도,0.1
2018,1,강원도,0.02
2018,1,경기도,0.06
2018,1,경상남도,0.02
2018,1,전라남도,0.04
2018,1,경상남도,0.01
2018,1,경상남도,0.1
2018,1,경상북도,0.89
2018,1,충청남도,0.2
2018,1,경기도,0.02
2018,1,강원도,0.01
2018,1,경상남도,65
2017,12,경기도,0.2
2017,12,경상남도,0.02
2017,12,충청남도,0.03
2017,12,경상북도,0.03
2017,12,경상북도,0.9
2017,12,경상남도,0.04
2017,12,충청남도,0.03
2017,12,경상남도,0.01
2017,12,경상남도,0.02
2017,12,경상남도,0.01
2017,12,경상북도,0.9
2017,12,강원도,0.81
2017,12,경상남도,0.05
2017,12,경상북도,0.05
2017,12,경상북도,3
2017,12,경상북도,0.02
2017,12,전라남도,0.02
2017,12,경상북도,0.06
2017,12,경상북도,0.05
2017,12,경상북도,1.5
2017,12,경상남도,0.05
2017,12,경상북도,0.05
2017,12,경상북도,0.02
2017,12,경상북도,0.01
2017,12,경상남도,0.01
2017,12,경상남도,0.01
2017,12,경상북도,1.89
2017,12,경상북도,0.04
2017,12,경상남도,0.5
2017,12,전라남도,0.02
2017,12,경상남도,0.1
2017,12,경상북도,0.05
2017,12,경상남도,0.01
2017,12,경상북도,18
2017,12,경상북도,0.5
2017,12,경상남도,0.1
2017,12,경상북도,0.02
2017,12,경기도,0.09
2017,12,경상북도,0.01
2017,12,경상북도,0.02
2017,12,경기도,0.02
2017,12,경상북도,0.02
2017,12,경상남도,5
2017,12,강원도,1.86
2017,12,경상남도,0.01
2017,12,강원도,0.2
2017,12,경상남도,0.02
2017,12,전라북도,0.2
2017,12,충청남도,0.03
2017,12,경상북도,0.8
2017,11,경상북도,0.1
2017,11,전라남도,0.1
2017,11,경상북도,0.6
2017,11,경상남도,0.01
2017,11,경상남도,0.01
2017,11,경기도,0.13
2017,11,강원도,0.05
2017,11,경상남도,0.01
2017,11,경상남도,0.01
2017,11,전라남도,0.2
2017,11,경상남도,0.07
2017,11,경상북도,0.05
2017,11,경상남도,0.01
2017,11,전라남도,0.03
2017,11,경상북도,0.03
2017,11,경상남도,0.02
2017,11,경상북도,0.01
2017,11,경상북도,0.8
2017,11,충청남도,0.4
2017,11,경상남도,0.5
2017,11,경상남도,0.01
2017,11,강원도,0.3
2017,11,전라북도,0.01
2017,11,경상북도,0.03
2017,11,경상북도,0.1
2017,11,경상북도,0.01
2017,11,강원도,0.05
2017,11,충청남도,0.1
2017,11,충청남도,4.8
2017,11,경기도,0.03
2017,11,경상북도,0.01
2017,11,전라남도,0.5
2017,11,강원도,0.5
2017,11,경상북도,0.05
2017,11,경기도,0.1
2017,11,경기도,0.15
2017,11,강원도,0.09
2017,11,경기도,0.07
2017,11,경상북도,0.04
2017,11,경상남도,0.03
2017,11,충청남도,0.04
2017,11,경상북도,0.1
2017,11,경기도,6.5
2017,11,경상남도,0.1
2017,11,경기도,0.02
2017,11,충청남도,0.03
2017,11,경기도,0.09
2017,11,전라북도,0.1
2017,11,충청남도,0.2
2017,11,경상북도,0.3
2017,10,경상남도,0.01
2017,10,경기도,0.03
2017,10,충청북도,0.01
2017,10,경상남도,0.01
2017,9,경상남도,0.01
2017,9,경상남도,0.01
2017,9,충청남도,0.1
2017,9,경상남도,0.02
2017,7,경상남도,0.1
2017,7,경상남도,0.5
2017,7,경상북도,0.01
2017,6,경상남도,0.3
2017,6,전라남도,0.02
2017,6,경상북도,0.01
2017,6,전라북도,0.1
2017,6,경상북도,0.04
2017,6,경기도,0.3
2017,6,강원도,0.01
2017,6,경상북도,0.03
2017,6,충청남도,6.3
2017,6,충청남도,0.03
2017,6,충청북도,0.01
2017,6,경기도,0.1
2017,6,강원도,0.02
2017,6,경상남도,0.05
2017,6,경상북도,0.01
2017,6,충청남도,0.2
2017,6,충청남도,0.05
2017,6,경기도,0.2
2017,6,강원도,0.01
2017,6,경기도,0.01
2017,6,경기도,0.13
2017,6,경기도,0.3
2017,6,강원도,0.24
2017,6,충청남도,0.04
2017,6,경상북도,0.2
2017,6,경기도,0.06
2017,6,경상북도,0.05
2017,6,경기도,0.01
2017,6,충청북도,0.03
2017,6,전라남도,0.06
2017,6,강원도,0.01
2017,6,경상남도,0.1
2017,6,경상북도,0.01
2017,6,경상북도,0.01
2017,6,전라남도,0.04
2017,6,경기도,0.08
2017,6,경상북도,0.01
2017,6,경기도,0.01
2017,6,경상북도,0.2
2017,6,강원도,0.01
2017,6,경상남도,0.5
2017,6,충청남도,0.1
2017,6,경상북도,0.05
2017,6,충청남도,0.01
2017,6,경기도,0.06
2017,6,전라북도,0.2
2017,6,경상북도,0.01
2017,6,경상북도,0.02
2017,6,충청남도,0.05
2017,6,경상남도,0.15
2017,6,경상북도,0.5
2017,6,경기도,0.16
2017,6,충청남도,0.06
2017,6,충청북도,0.7
2017,6,충청남도,0.03
2017,6,충청북도,3.12
2017,6,경상북도,0.15
2017,6,경상북도,0.01
2017,6,경상북도,0.05
2017,6,경기도,0.1
2017,6,경상북도,0.01
2017,6,전라남도,0.03
2017,6,경기도,0.33
2017,6,경기도,0.02
2017,6,전라북도,0.02
2017,6,경상북도,0.3
2017,6,경기도,0.5
2017,6,경기도,0.02
2017,6,충청남도,0.01
2017,6,강원도,0.01
2017,6,경상북도,24.18
2017,6,강원도,0.1
2017,6,강원도,0.3
2017,6,경상북도,0.03
2017,6,경기도,0.03
2017,6,경상북도,0.03
2017,6,경기도,0.15
2017,6,강원도,0.2
2017,6,경상북도,0.3
2017,6,전라남도,0.01
2017,6,전라남도,0.01
2017,6,강원도,0.06
2017,6,경상북도,0.01
2017,6,경기도,1.7
2017,6,경상북도,0.01
2017,6,강원도,0.3
2017,5,경기도,0.05
2017,5,경상북도,0.05
2017,5,경상북도,0.03
2017,5,경상북도,0.1
2017,5,전라남도,0.03
2017,5,경상북도,0.05
2017,5,전라남도,0.02
2017,5,전라북도,0.2
2017,5,경상북도,0.1
2017,5,경상남도,0.02
2017,5,경상북도,0.01
2017,5,전라남도,0.03
2017,5,경상북도,0.05
2017,5,경기도,0.03
2017,5,경기도,0.01
2017,5,경상북도,1
2017,5,강원도,0.08
2017,5,충청북도,0.01
2017,5,경상북도,0.01
2017,5,경상북도,0.02
2017,5,강원도,0.01
2017,5,경상북도,0.01
2017,5,경상북도,0.05
2017,5,강원도,0.05
2017,5,경기도,0.01
2017,5,경상북도,0.04
2017,5,경상남도,0.01
2017,5,충청북도,0.01
2017,5,충청남도,0.05
2017,5,전라북도,0.07
2017,5,경상북도,0.5
2017,5,충청남도,0.03
2017,5,강원도,0.1
2017,5,충청북도,0.02
2017,5,충청북도,0.05
2017,5,충청북도,0.05
2017,5,경기도,0.06
2017,5,강원도,0.06
2017,5,강원도,0.04
2017,5,강원도,0.1
2017,5,경상남도,0.01
2017,5,강원도,0.06
2017,5,경상북도,0.7
2017,5,경상북도,0.1
2017,5,경상남도,0.3
2017,5,강원도,0.03
2017,5,강원도,0.05
2017,5,경상북도,0.05
2017,5,강원도,0.01
2017,5,강원도,0.1
2017,5,경상북도,5.9
2017,5,충청북도,0.1
2017,5,경기도,0.03
2017,5,경기도,0.03
2017,5,경상북도,1.5
2017,5,경기도,0.13
2017,5,경기도,1
2017,5,강원도,252
2017,5,경기도,0.1
2017,5,강원도,0.47
2017,5,경상북도,0.1
2017,5,경기도,0.5
2017,5,경상북도,86
2017,5,강원도,0.02
2017,5,경기도,0.06
2017,5,경기도,0.5
2017,5,충청북도,0.1
2017,5,경상북도,0.01
2017,5,강원도,765.12
2017,5,충청남도,0.92
2017,5,강원도,0.01
2017,5,충청남도,0.01
2017,5,충청북도,0.3
2017,5,강원도,0.05
2017,5,강원도,0.1
2017,5,경상북도,1
2017,5,경상북도,0.5
2017,5,강원도,0.1
2017,5,경기도,0.5
2017,5,경기도,0.01
2017,5,강원도,0.01
2017,5,강원도,0.05
2017,5,충청남도,0.03
2017,5,충청남도,0.05
2017,5,경상북도,0.1
2017,5,강원도,0.5
2017,5,경상남도,0.01
2017,5,경기도,0.5
2017,5,경기도,0.2
2017,5,경기도,0.5
2017,5,강원도,1.3
2017,5,충청남도,0.05
2017,5,경기도,0.2
2017,5,충청남도,0.06
2017,5,강원도,0.05
2017,5,강원도,0.3
2017,5,강원도,0.05
2017,5,경기도,0.2
2017,5,강원도,0.1
2017,5,경기도,0.1
2017,5,강원도,0.05
2017,5,충청남도,0.1
2017,5,충청남도,0.05
2017,5,강원도,0.5
2017,4,충청남도,0.5
2017,4,전라남도,0.04
2017,4,경기도,0.01
2017,4,경상남도,0.05
2017,4,경기도,0.1
2017,4,경기도,0.1
2017,4,충청남도,0.08
2017,4,경상북도,0.1
2017,4,경기도,0.7
2017,4,강원도,0.5
2017,4,전라남도,0.05
2017,4,강원도,0.01
2017,4,충청남도,0.25
2017,4,경기도,2
2017,4,충청남도,0.01
2017,4,전라남도,0.2
2017,4,강원도,0.02
2017,4,경기도,0.01
2017,4,경상북도,0.3
2017,4,강원도,0.1
2017,4,경상북도,1.25
2017,4,충청북도,0.01
2017,4,강원도,0.1
2017,4,전라북도,0.05
2017,4,경상북도,0.3
2017,4,충청남도,0.02
2017,4,충청북도,0.01
2017,4,경기도,1
2017,4,충청남도,0.01
2017,4,충청남도,0.01
2017,4,충청남도,0.4
2017,4,경상북도,0.01
2017,4,경기도,0.09
2017,4,경기도,0.17
2017,4,경기도,0.2
2017,4,충청남도,0.01
2017,4,충청북도,2
2017,4,경기도,0.15
2017,4,강원도,0.2
2017,4,경기도,0.5
2017,4,경기도,0.03
2017,4,경상북도,0.06
2017,4,충청남도,0.05
2017,4,경기도,0.01
2017,4,경기도,0.01
2017,4,경기도,0.03
2017,4,경기도,0.2
2017,4,경기도,0.1
2017,4,강원도,0.3
2017,4,경기도,1.2
2017,4,충청남도,0.07
2017,4,충청남도,0.05
2017,4,경기도,0.15
2017,4,충청남도,0.04
2017,4,경상북도,0.1
2017,4,강원도,0.01
2017,4,충청남도,0.05
2017,4,강원도,0.12
2017,4,강원도,0.2
2017,4,경기도,1.5
2017,4,강원도,0.06
2017,4,경기도,0.01
2017,4,경기도,0.3
2017,4,강원도,0.01
2017,4,경기도,0.03
2017,4,충청북도,0.02
2017,4,경기도,0.15
2017,4,경상남도,0.1
2017,4,충청북도,0.2
2017,4,경상남도,0.01
2017,4,경기도,0.4
2017,4,충청남도,0.02
2017,4,경상북도,0.01
2017,4,강원도,0.02
2017,4,경상북도,0.1
2017,4,경기도,0.17
2017,4,충청북도,0.06
2017,4,강원도,0.35
2017,4,경기도,0.1
2017,4,충청남도,0.06
2017,4,경기도,2.5
2017,4,경기도,0.03
2017,4,경기도,0.16
2017,4,경기도,0.03
2017,4,경기도,1
2017,4,강원도,0.01
2017,4,경기도,0.09
2017,4,강원도,0.01
2017,4,경상북도,0.03
2017,4,경기도,0.03
2017,4,경기도,0.1
2017,4,충청남도,0.03
2017,4,경기도,0.05
2017,4,강원도,0.2
2017,4,경기도,0.2
2017,4,강원도,0.3
2017,4,충청남도,0.01
2017,4,경기도,0.1
2017,4,경기도,0.3
2017,4,강원도,0.1
2017,4,경기도,0.09
2017,4,경기도,0.15
2017,4,경기도,0.5
2017,4,충청북도,0.03
2017,4,충청남도,0.2
2017,4,경기도,0.01
2017,4,전라북도,0.02
2017,4,경기도,0.1
2017,4,경기도,0.9
2017,4,경상남도,0.09
2017,4,경상남도,0.05
2017,4,경기도,0.6
2017,4,충청남도,0.8
2017,4,경상남도,0.01
2017,4,경기도,0.3
2017,4,경기도,2.5
2017,4,전라남도,0.05
2017,4,경기도,0.2
2017,4,경기도,0.3
2017,4,경기도,0.02
2017,4,경기도,0.09
2017,4,경기도,0.2
2017,3,경기도,0.15
2017,3,충청북도,0.03
2017,3,강원도,0.51
2017,3,강원도,0.01
2017,3,경기도,0.3
2017,3,경기도,0.15
2017,3,경기도,0.1
2017,3,경기도,0.16
2017,3,경기도,0.19
2017,3,경기도,0.26
2017,3,경기도,0.5
2017,3,경기도,0.01
2017,3,경기도,0.1
2017,3,경기도,0.6
2017,3,충청북도,0.02
2017,3,충청북도,0.01
2017,3,전라남도,0.02
2017,3,경기도,1
2017,3,경기도,0.5
2017,3,경기도,0.01
2017,3,경기도,0.3
2017,3,경기도,0.2
2017,3,전라북도,0.7
2017,3,경기도,0.76
2017,3,충청남도,0.05
2017,3,경기도,0.1
2017,3,경기도,0.01
2017,3,경기도,0.01
2017,3,경기도,0.04
2017,3,경상북도,1.5
2017,3,강원도,0.5
2017,3,경기도,0.5
2017,3,경기도,1
2017,3,충청남도,0.4
2017,3,강원도,0.15
2017,3,강원도,0.01
2017,3,경상북도,0.15
2017,3,경기도,0.02
2017,3,경상북도,2.2
2017,3,경기도,0.4
2017,3,충청북도,0.05
2017,3,전라북도,0.01
2017,3,경기도,0.02
2017,3,경상북도,0.5
2017,3,충청남도,0.1
2017,3,강원도,0.05
2017,3,전라남도,0.05
2017,3,충청북도,0.2
2017,3,충청남도,0.04
2017,3,경기도,0.03
2017,3,전라북도,0.01
2017,3,경기도,2
2017,3,경기도,0.6
2017,3,강원도,0.2
2017,3,경상북도,0.03
2017,3,경상남도,0.1
2017,3,충청북도,0.05
2017,3,경기도,0.3
2017,3,경기도,0.1
2017,3,경기도,0.9
2017,3,경상남도,0.2
2017,3,경기도,0.2
2017,3,전라남도,0.03
2017,3,경상북도,0.1
2017,3,경상북도,0.03
2017,3,경기도,1.3
2017,3,강원도,1.5
2017,3,경상북도,0.1
2017,3,강원도,0.3
2017,3,경기도,0.15
2017,3,경기도,0.02
2017,3,경기도,2
2017,3,강원도,0.03
2017,3,경기도,0.05
2017,3,경기도,3
2017,3,경기도,0.2
2017,3,경기도,0.3
2017,3,충청북도,0.04
2017,3,경기도,0.1
2017,3,경기도,0.03
2017,3,경기도,0.3
2017,3,경기도,0.6
2017,3,경기도,0.05
2017,3,강원도,0.1
2017,3,충청북도,0.02
2017,3,충청남도,0.02
2017,3,경기도,0.04
2017,3,충청북도,0.01
2017,3,전라남도,0.15
2017,3,충청북도,0.02
2017,3,강원도,0.1
2017,3,경상남도,0.02
2017,3,충청북도,0.01
2017,3,충청남도,0.5
2017,3,충청남도,0.02
2017,3,경기도,0.05
2017,3,충청북도,0.05
2017,3,전라북도,0.01
2017,3,경기도,0.1
2017,3,경기도,0.1
2017,3,충청남도,0.01
2017,3,경상북도,0.04
2017,3,충청북도,0.06
2017,3,충청북도,0.2
2017,3,경기도,0.3
2017,3,경상북도,0.01
2017,3,경기도,0.2
2017,3,충청남도,0.02
2017,3,강원도,0.05
2017,3,경기도,0.09
2017,3,경상북도,0.3
2017,3,강원도,0.5
2017,3,충청북도,0.03
2017,3,충청남도,0.01
2017,3,강원도,0.3
2017,3,강원도,0.1
2017,3,경상남도,0.02
2017,3,충청북도,0.01
2017,3,전라북도,0.02
2017,3,경기도,0.1
2017,3,경상북도,0.01
2017,3,강원도,0.3
2017,3,경상남도,0.05
2017,3,경기도,0.09
2017,3,경기도,0.16
2017,3,경상북도,0.2
2017,3,경상남도,0.05
2017,3,강원도,0.3
2017,3,전라북도,0.01
2017,3,경기도,0.01
2017,3,전라북도,0.8
2017,3,충청남도,1.2
2017,3,경상북도,0.03
2017,3,경기도,0.5
2017,3,전라북도,0.01
2017,3,경기도,0.3
2017,3,전라북도,0.4
2017,3,강원도,0.05
2017,3,충청남도,0.04
2017,3,경기도,0.03
2017,3,경기도,0.23
2017,3,전라북도,0.01
2017,3,경상북도,5.2
2017,3,강원도,0.3
2017,3,경기도,0.09
2017,3,전라북도,0.02
2017,3,충청북도,0.1
2017,3,경상북도,0.09
2017,3,충청북도,0.01
2017,3,경상북도,0.2
2017,3,경기도,0.5
2017,3,충청북도,0.1
2017,3,경상남도,0.01
2017,3,경기도,0.03
2017,3,충청남도,0.03
2017,3,충청북도,0.2
2017,3,경기도,0.72
2017,3,충청북도,0.02
2017,3,강원도,0.2
2017,3,경기도,0.13
2017,3,충청남도,0.5
2017,3,경상북도,0.03
2017,3,경상북도,0.5
2017,3,경상북도,0.03
2017,3,경기도,0.3
2017,3,강원도,0.1
2017,3,충청남도,0.01
2017,3,경기도,0.1
2017,3,경기도,0.16
2017,3,강원도,0.01
2017,3,경기도,0.1
2017,3,경기도,0.05
2017,3,경기도,0.03
2017,3,경기도,0.01
2017,3,경상북도,0.05
2017,3,강원도,160.41
2017,3,경기도,0.16
2017,3,충청북도,0.03
2017,3,충청북도,0.02
2017,3,전라남도,1
2017,3,경상북도,0.05
2017,3,전라남도,0.2
2017,3,경상북도,0.15
2017,3,충청남도,0.03
2017,3,경기도,0.1
2017,3,경상북도,2
2017,3,전라남도,0.01
2017,3,충청남도,0.12
2017,3,강원도,0.01
2017,3,경기도,0.1
2017,3,전라남도,0.2
2017,3,충청북도,0.01
2017,2,경상북도,0.8
2017,2,강원도,0.1
2017,2,강원도,0.2
2017,2,경기도,0.01
2017,2,경기도,0.02
2017,2,경기도,0.01
2017,2,전라북도,0.1
2017,2,경상남도,0.01
2017,2,강원도,0.01
2017,2,경상북도,0.1
2017,2,충청남도,0.04
2017,2,강원도,0.03
2017,2,경상남도,0.15
2017,2,경상북도,0.1
2017,2,경상북도,0.2
2017,2,전라남도,0.03
2017,2,경상남도,0.07
2017,2,경기도,0.06
2017,2,경상북도,0.5
2017,2,경상북도,0.1
2017,2,충청북도,0.01
2017,2,충청남도,0.3
2017,2,경상북도,0.1
2017,2,경기도,0.2
2017,2,경기도,0.45
2017,2,경상남도,0.01
2017,2,충청북도,0.01
2017,2,경기도,0.01
2017,2,경상남도,0.01
2017,2,전라남도,0.2
2017,2,전라북도,0.02
2017,2,전라북도,0.01
2017,2,경상남도,0.01
2017,2,경상북도,0.1
2017,2,경기도,0.3
2017,2,경상남도,0.2
2017,2,경기도,0.03
2017,2,경기도,0.3
2017,2,충청남도,0.08
2017,2,경상북도,0.01
2017,2,전라남도,0.3
2017,2,경상남도,0.04
2017,2,경상북도,0.1
2017,2,경상남도,0.01
2017,2,충청남도,0.15
2017,2,경상남도,0.01
2017,2,경상남도,0.01
2017,2,경상북도,0.3
2017,2,경상북도,0.98
2017,2,경상남도,0.01
2017,2,경상남도,0.01
2017,2,경상북도,0.1
2017,2,경상북도,0.01
2017,2,경상북도,0.05
2017,2,전라남도,0.4
2017,2,전라남도,0.2
2017,1,경상남도,0.01
2017,1,경상남도,0.01
2017,1,경상북도,0.1
2017,1,경상남도,0.01
2017,1,경상남도,0.3
2017,1,전라남도,0.08
2017,1,경상북도,0.04
2017,1,경상남도,0.1
2017,1,경상남도,0.05
2017,1,강원도,0.05
2017,1,경기도,0.08
2017,1,경기도,0.05
2017,1,강원도,0.02
2017,1,경기도,0.2
