발생일시_년,발생일시_월,발생장소_시도,피해면적_합계
2017,1,경기도,0.06
2017,1,강원도,0.07
2017,1,강원도,0.03
2017,1,경상북도,0.5
2017,1,강원도,0.05
2017,1,경기도,0.2
2017,1,경상남도,0.01
2016,12,경기도,0.06
2016,12,경상북도,1.6
2016,12,경기도,0.04
2016,12,경기도,0.05
2016,12,경기도,0.1
2016,12,전라남도,0.05
2016,12,경상북도,0.16
2016,12,충청북도,0.01
2016,12,경기도,0.05
2016,12,충청북도,0.01
2016,12,강원도,0.02
2016,12,경기도,0.03
2016,11,경기도,0.06
2016,11,강원도,0.01
2016,11,강원도,0.03
2016,11,경기도,4.5
2016,11,경상남도,0.08
2016,11,경기도,0.03
2016,11,강원도,0.01
2016,11,경상북도,0.01
2016,11,강원도,0.01
2016,10,경기도,0.03
2016,9,경기도,0.01
2016,9,강원도,0.01
2016,9,경기도,2.15
2016,9,전라남도,0.05
2016,9,전라북도,0.01
2016,8,경상북도,0.1
2016,8,충청남도,0.2
2016,8,충청남도,0.05
2016,8,전라남도,0.1
2016,8,경상북도,0.03
2016,8,경상북도,0.05
2016,8,경상남도,0.05
2016,8,강원도,0.03
2016,8,경상북도,0.4
2016,8,강원도,0.04
2016,8,전라남도,0.1
2016,8,경상북도,0.02
2016,8,전라남도,0.1
2016,8,경상북도,0.6
2016,7,경기도,0.01
2016,6,경상북도,0.1
2016,6,강원도,0.3
2016,6,경상북도,0.05
2016,6,경상북도,0.01
2016,6,강원도,0.05
2016,6,경상북도,0.03
2016,6,강원도,0.01
2016,6,경기도,0.1
2016,6,충청북도,0.02
2016,6,경기도,0.1
2016,6,강원도,0.2
2016,6,강원도,0.1
2016,6,강원도,0.01
2016,6,강원도,0.1
2016,6,충청남도,0.05
2016,6,경기도,0.6
2016,6,경기도,0.49
2016,6,경기도,0.06
2016,6,충청북도,0.02
2016,6,강원도,0.1
2016,6,경상북도,0.1
2016,6,강원도,0.01
2016,6,강원도,0.3
2016,6,강원도,0.1
2016,6,강원도,0.5
2016,6,충청북도,0.03
2016,6,경상북도,0.1
2016,6,경기도,0.1
2016,5,강원도,1
2016,5,경상북도,0.05
2016,5,경기도,0.01
2016,5,충청북도,1
2016,5,경상북도,0.05
2016,5,충청북도,13
2016,5,강원도,0.05
2016,5,강원도,0.01
2016,5,경기도,0.17
2016,5,강원도,0.08
2016,5,전라남도,0.01
2016,5,강원도,0.05
2016,5,강원도,0.1
2016,5,강원도,2
2016,5,경기도,0.13
2016,5,강원도,0.3
2016,5,강원도,0.05
2016,5,강원도,0.2
2016,5,경상북도,0.4
2016,5,강원도,0.03
2016,5,강원도,0.01
2016,4,강원도,0.03
2016,4,경기도,0.01
2016,4,경기도,0.1
2016,4,경기도,1.3
2016,4,강원도,0.09
2016,4,경상북도,0.02
2016,4,경기도,0.03
2016,4,강원도,0.37
2016,4,경상남도,0.01
2016,4,강원도,0.2
2016,4,경기도,0.01
2016,4,전라북도,0.03
2016,4,경기도,0.1
2016,4,경기도,0.7
2016,4,경기도,0.08
2016,4,경기도,0.03
2016,4,경기도,0.01
2016,4,경기도,0.5
2016,4,전라남도,0.01
2016,4,경기도,0.06
2016,4,강원도,0.7
2016,4,경기도,0.35
2016,4,경기도,0.09
2016,4,경기도,0.02
2016,4,전라남도,0.01
2016,4,경기도,0.1
2016,4,경기도,2
2016,4,경기도,0.06
2016,4,강원도,0.08
2016,4,경기도,0.5
2016,4,경기도,0.16
2016,4,강원도,0.8
2016,4,경기도,0.1
2016,4,경기도,0.6
2016,4,전라북도,0.01
2016,4,경기도,0.5
2016,4,강원도,0.05
2016,4,경기도,0.5
2016,4,충청북도,0.1
2016,4,경상북도,0.1
2016,4,경기도,0.16
2016,4,충청북도,53.8
2016,4,경기도,0.2
2016,4,경기도,0.2
2016,4,강원도,0.01
2016,4,경기도,0.39
2016,4,충청남도,0.08
2016,4,경기도,0.2
2016,4,경상북도,66.5
2016,4,강원도,4.6
2016,4,충청북도,0.4
2016,4,경기도,0.01
2016,4,강원도,1
2016,4,충청남도,4.8
2016,4,경기도,7
2016,4,경기도,1
2016,4,충청북도,4.7
2016,4,강원도,3.9
2016,4,충청남도,0.2
2016,4,전라남도,0.1
2016,4,충청남도,0.02
2016,4,충청남도,0.03
2016,4,경기도,2
2016,4,전라북도,0.01
2016,4,경상북도,0.01
2016,4,전라남도,0.02
2016,4,전라남도,0.3
2016,4,충청남도,0.05
2016,4,충청남도,0.1
2016,4,충청북도,4
2016,4,전라남도,0.02
2016,4,강원도,0.5
2016,4,전라북도,0.2
2016,4,경상남도,0.06
2016,4,경상남도,0.05
2016,4,충청북도,0.3
2016,4,경기도,0.3
2016,4,충청북도,0.03
2016,4,경기도,0.3
2016,4,충청남도,0.2
2016,4,경기도,1
2016,4,강원도,14.4
2016,4,전라북도,0.3
2016,4,경기도,2.6
2016,4,강원도,0.2
2016,4,강원도,0.2
2016,3,경상남도,0.05
2016,3,경기도,0.06
2016,3,경기도,0.4
2016,3,전라남도,0.02
2016,3,경기도,0.5
2016,3,경기도,0.1
2016,3,강원도,1.5
2016,3,경기도,8.3
2016,3,경상북도,0.02
2016,3,경기도,0.01
2016,3,충청북도,0.03
2016,3,충청남도,0.05
2016,3,경상북도,92.6
2016,3,경기도,0.1
2016,3,경상북도,0.4
2016,3,경기도,0.8
2016,3,경기도,0.1
2016,3,충청북도,0.05
2016,3,충청남도,0.5
2016,3,충청북도,0.03
2016,3,전라북도,0.01
2016,3,경기도,1
2016,3,경상남도,0.5
2016,3,강원도,0.03
2016,3,경기도,0.02
2016,3,경기도,0.04
2016,3,충청남도,0.01
2016,3,경기도,0.2
2016,3,충청북도,0.03
2016,3,경기도,0.2
2016,3,경상남도,0.5
2016,3,경기도,0.1
2016,3,경기도,0.3
2016,3,경기도,0.1
2016,3,강원도,2
2016,3,전라북도,0.05
2016,3,경상북도,0.6
2016,3,전라남도,0.01
2016,3,경기도,0.07
2016,3,경상북도,0.7
2016,3,경기도,0.9
2016,3,경기도,0.01
2016,3,경기도,0.09
2016,3,경상북도,0.2
2016,3,전라북도,0.1
2016,3,강원도,0.3
2016,3,전라남도,0.01
2016,3,경상북도,0.03
2016,3,경기도,0.5
2016,3,경기도,0.2
2016,3,충청남도,0.06
2016,3,경상남도,0.03
2016,3,전라북도,0.2
2016,3,강원도,0.09
2016,3,충청남도,0.06
2016,3,경기도,0.1
2016,3,강원도,0.03
2016,3,경기도,0.03
2016,3,경기도,0.1
2016,3,전라남도,0.01
2016,3,경기도,0.01
2016,3,경기도,0.6
2016,3,충청남도,0.2
2016,3,전라북도,0.1
2016,3,경기도,0.03
2016,3,경기도,0.2
2016,3,경상남도,0.03
2016,3,경기도,0.01
2016,3,경기도,0.33
2016,3,경기도,0.02
2016,3,경기도,0.6
2016,3,경기도,0.03
2016,3,강원도,0.6
2016,3,경기도,0.3
2016,3,경기도,0.1
2016,3,경상북도,0.05
2016,3,경상북도,0.4
2016,3,경상북도,1.5
2016,3,경기도,0.09
2016,3,전라북도,0.05
2016,3,전라남도,0.1
2016,3,경기도,0.6
2016,3,충청북도,0.3
2016,3,강원도,0.1
2016,3,강원도,0.6
2016,3,경상북도,0.3
2016,3,경기도,0.09
2016,3,경기도,0.06
2016,3,경상북도,0.22
2016,3,경기도,0.09
2016,3,경기도,2
2016,3,전라북도,0.2
2016,3,충청남도,0.1
2016,3,경기도,0.1
2016,3,경기도,0.2
2016,3,강원도,0.04
2016,3,경기도,0.03
2016,3,강원도,0.02
2016,3,경기도,0.3
2016,3,강원도,0.1
2016,3,전라남도,0.01
2016,3,충청남도,0.01
2016,3,경기도,0.2
2016,3,경상북도,0.1
2016,3,경상북도,0.1
2016,3,경기도,0.8
2016,3,강원도,0.1
2016,3,강원도,0.1
2016,3,경기도,0.1
2016,3,강원도,0.03
2016,3,경기도,0.06
2016,3,경상남도,0.05
2016,3,경상북도,0.1
2016,3,경상북도,0.01
2016,3,강원도,0.1
2016,3,경상남도,0.1
2016,2,경상북도,0.03
2016,2,경기도,0.01
2016,2,경기도,0.01
2016,2,강원도,0.05
2016,2,강원도,0.01
2016,2,경상남도,0.03
2016,2,경기도,2.7
2016,2,경기도,0.48
2016,2,경기도,0.17
2016,2,경상남도,0.7
2016,2,강원도,0.03
2016,2,경상북도,0.5
2016,2,강원도,0.5
2016,2,강원도,1
2016,2,경상북도,0.01
2016,2,강원도,0.3
2016,2,경상남도,0.01
2016,2,경기도,0.1
2016,2,경기도,0.01
2016,2,강원도,0.3
2016,2,경상남도,0.3
2016,2,경상남도,0.03
2016,2,강원도,0.8
2016,2,경기도,0.2
2016,2,경기도,0.1
2016,2,경기도,0.8
2016,2,경기도,0.01
2016,2,경상북도,0.2
2016,2,경기도,0.6
2016,2,강원도,0.02
2016,2,경기도,0.5
2016,2,경기도,0.6
2016,2,경기도,0.01
2016,2,경상북도,0.03
2016,2,경기도,0.2
2016,2,경상북도,0.06
2016,2,경상남도,0.01
2016,2,경기도,0.1
2016,2,경상북도,0.15
2016,2,경상북도,0.01
2016,2,전라남도,0.2
2016,2,강원도,3
2016,2,경상북도,0.2
2016,2,전라남도,0.15
2016,2,전라남도,0.01
2016,2,경상북도,1.5
2016,2,경기도,0.02
2016,2,경기도,0.01
2016,2,경기도,0.13
2016,2,경기도,0.01
2016,2,강원도,0.8
2016,2,경기도,0.5
2016,2,경상북도,0.1
2016,2,강원도,1
2016,2,강원도,0.05
2016,2,경기도,0.15
2016,2,경기도,0.01
2016,2,전라남도,0.01
2016,2,경기도,0.15
2016,2,강원도,0.3
2016,2,경기도,0.5
2016,2,강원도,0.01
2016,1,강원도,0.05
2016,1,경기도,0.3
2016,1,강원도,0.03
2016,1,강원도,0.05
2016,1,경기도,0.01
2016,1,강원도,0.15
2016,1,경기도,0.7
2016,1,강원도,0.03
2016,1,강원도,0.1
2016,1,강원도,0.3
2016,1,경기도,0.09
2016,1,경기도,0.01
2016,1,전라남도,0.3
2016,1,경기도,0.04
2016,1,경기도,0.1
2016,1,강원도,0.01
2016,1,경상남도,0.2
2016,1,경상북도,0.01
2016,1,강원도,3
2016,1,경기도,0.2
2016,1,경상북도,0.01
2016,1,경기도,0.33
2016,1,경기도,0.5
2016,1,경기도,0.06
2016,1,강원도,0.03
2016,1,강원도,0.05
2016,1,경상북도,0.1
2016,1,경기도,0.33
2016,1,경기도,0.03
2016,1,경기도,0.2
2016,1,경상북도,0.3
2016,1,경상북도,0.2
2016,1,경상북도,0.3
2016,1,강원도,0.06
2016,1,경기도,0.1
2016,1,경상북도,0.5
2015,12,경상북도,0.1
2015,12,경상남도,0.2
2015,12,경상북도,0.8
2015,12,강원도,0.01
2015,12,강원도,0.01
2015,12,강원도,0.1
2015,12,강원도,0.03
2015,12,충청남도,0.03
2015,11,경상북도,0.5
2015,11,강원도,0.2
2015,11,경상남도,0.03
2015,11,경기도,0.3
2015,11,경상북도,0.01
2015,11,강원도,0.3
2015,11,강원도,0.03
2015,11,강원도,0.1
2015,10,경상북도,0.2
2015,10,경상남도,0.01
2015,10,전라북도,0.1
2015,10,경상남도,0.21
2015,10,전라북도,0.15
2015,10,경상남도,0.01
2015,10,강원도,0.1
2015,10,경상북도,0.1
2015,10,충청남도,0.05
2015,10,전라북도,0.1
2015,10,경상북도,0.1
2015,10,충청북도,0.1
2015,10,강원도,0.5
2015,10,경상북도,0.01
2015,10,경상북도,0.1
2015,10,경상남도,0.1
2015,10,경상북도,0.1
2015,10,전라남도,1
2015,10,경상북도,0.1
2015,10,경기도,0.3
2015,10,강원도,0.05
2015,10,강원도,0.8
2015,10,강원도,0.05
2015,10,경상남도,0.02
2015,10,충청북도,0.02
2015,10,경상남도,0.12
2015,10,경상남도,0.26
2015,10,강원도,0.01
2015,10,경기도,0.1
2015,10,경상북도,0.5
2015,10,경상북도,0.2
2015,10,경기도,0.03
2015,10,경상북도,0.02
2015,10,경상북도,0.01
2015,10,전라북도,0.02
2015,10,경기도,0.01
2015,10,강원도,0.1
2015,10,경상북도,0.5
2015,10,경기도,0.2
2015,10,충청남도,0.03
2015,10,경상북도,0.2
2015,9,충청남도,0.1
2015,9,충청남도,0.01
2015,9,충청남도,0.6
2015,9,강원도,0.05
2015,9,경기도,0.01
2015,9,경상북도,0.2
2015,9,경기도,0.1
2015,9,경기도,0.01
2015,9,충청남도,0.5
2015,9,경기도,0.2
2015,9,충청북도,0.02
2015,9,경기도,0.01
2015,9,충청남도,0.01
2015,9,강원도,0.01
2015,9,충청남도,0.05
2015,9,강원도,0.01
2015,9,경기도,0.01
2015,9,경기도,0.2
2015,9,강원도,0.03
2015,9,경기도,0.01
2015,9,경기도,0.1
2015,9,경상북도,0.3
2015,9,충청남도,0.05
2015,9,경기도,0.02
2015,9,전라북도,0.01
2015,9,경상북도,0.1
2015,9,충청남도,0.1
2015,9,경기도,0.01
2015,9,경기도,0.49
2015,9,경상북도,0.06
2015,9,경기도,0.06
2015,9,경기도,0.07
2015,9,충청남도,0.5
2015,8,전라남도,0.01
2015,8,경기도,0.03
2015,8,경기도,0.1
2015,8,충청남도,0.03
2015,8,경상남도,0.05
2015,8,전라남도,0.1
2015,8,경상북도,0.1
2015,8,경상북도,0.03
2015,7,경상북도,0.1
2015,7,충청북도,0.1
2015,7,충청북도,0.3
2015,7,충청북도,0.1
2015,6,경기도,0.12
2015,6,강원도,0.1
2015,6,경기도,0.02
2015,6,전라남도,0.12
2015,6,충청북도,1.1
2015,6,경상북도,0.03
2015,6,강원도,0.05
2015,6,전라남도,0.8
2015,6,경상북도,0.07
2015,6,강원도,0.02
2015,6,충청북도,0.1
2015,6,충청북도,0.05
2015,6,경상남도,0.02
2015,6,강원도,0.01
2015,6,경상북도,0.01
2015,6,경상북도,0.03
2015,6,충청북도,0.02
2015,6,경상북도,0.1
2015,6,전라남도,0.2
2015,6,경상북도,0.5
2015,6,전라남도,0.5
2015,6,전라북도,0.03
2015,6,충청남도,0.01
2015,6,경상북도,0.05
2015,6,강원도,0.1
2015,6,경기도,0.01
2015,6,강원도,0.5
2015,6,강원도,0.4
2015,6,강원도,0.25
2015,6,강원도,1.9
2015,6,경상북도,0.1
2015,6,경상북도,0.1
2015,6,강원도,0.01
2015,6,경상북도,0.05
2015,6,충청남도,0.01
2015,6,경기도,0.01
2015,6,경기도,0.3
2015,6,경기도,0.01
2015,6,경상남도,0.01
2015,6,경기도,0.5
2015,6,전라북도,0.1
2015,6,전라북도,0.05
2015,6,강원도,0.01
2015,6,경기도,0.03
2015,6,경기도,0.05
2015,6,경기도,0.5
2015,6,충청남도,0.03
2015,6,경기도,0.01
2015,6,경상북도,0.01
2015,6,전라북도,0.1
2015,6,강원도,0.02
2015,6,경상북도,0.01
2015,6,경기도,0.06
2015,6,경상북도,0.5
2015,6,강원도,0.06
2015,6,경상북도,0.03
2015,6,충청남도,0.6
2015,6,경상북도,0.1
2015,6,충청남도,0.05
2015,6,강원도,0.4
2015,6,강원도,1
2015,6,충청북도,0.02
2015,6,경상북도,0.16
2015,6,경기도,0.3
2015,6,강원도,2
2015,6,경기도,5
2015,6,경기도,0.09
2015,6,경상북도,3
2015,6,경상남도,0.3
2015,6,강원도,1
2015,6,경기도,0.05
2015,6,경기도,0.04
2015,6,강원도,0.5
2015,6,경기도,0.02
2015,6,강원도,0.1
2015,6,경상남도,0.03
2015,6,경기도,1.5
2015,6,경기도,0.09
2015,6,경상북도,0.1
2015,6,강원도,0.09
2015,6,경기도,0.3
2015,6,경기도,0.03
2015,6,경기도,0.06
2015,6,경기도,0.01
2015,6,경기도,0.3
2015,6,경기도,0.3
2015,6,경기도,0.01
2015,6,경기도,0.6
2015,5,강원도,0.2
2015,5,강원도,0.15
2015,5,경상북도,0.01
2015,5,강원도,0.06
2015,5,강원도,0.03
2015,5,강원도,1.3
2015,5,경기도,0.75
2015,5,강원도,0.25
2015,5,경상북도,0.01
2015,5,경기도,0.01
2015,5,경기도,0.1
2015,5,경기도,0.01
2015,5,경기도,0.03
2015,5,강원도,0.3
2015,5,경상남도,3
2015,5,경기도,0.7
2015,5,경기도,0.01
2015,5,경기도,0.4
2015,5,경상남도,0.04
2015,5,충청남도,0.01
2015,5,경상북도,1.5
2015,5,경기도,0.1
2015,5,충청남도,0.01
2015,5,경기도,0.23
2015,5,경기도,0.3
2015,5,전라북도,0.1
2015,5,경상북도,0.4
2015,5,경상북도,0.03
2015,5,경기도,0.01
2015,5,충청북도,0.5
2015,5,충청북도,0.05
2015,5,전라남도,0.1
2015,5,경기도,0.01
2015,5,경기도,0.19
2015,5,강원도,0.5
2015,5,경기도,0.1
2015,5,경기도,3
2015,5,경기도,0.2
2015,5,강원도,0.5
2015,5,경상남도,0.03
2015,5,경상북도,0.1
2015,5,경상북도,0.03
2015,5,충청남도,2
2015,5,충청남도,0.1
2015,5,강원도,0.7
2015,5,강원도,0.04
2015,5,강원도,0.01
2015,5,강원도,1
2015,5,강원도,3.14
2015,5,경기도,0.02
2015,5,충청남도,0.01
2015,5,경기도,0.02
2015,5,경기도,0.5
2015,5,강원도,0.2
2015,5,강원도,0.3
2015,5,충청남도,0.08
2015,5,경기도,0.2
2015,5,강원도,0.1
2015,5,충청북도,0.05
2015,5,강원도,0.1
2015,5,충청북도,0.1
2015,5,경기도,0.01
2015,5,강원도,0.1
2015,5,강원도,0.01
2015,5,강원도,0.01
2015,5,경기도,0.03
2015,5,경상북도,0.1
2015,5,경기도,1
2015,5,강원도,0.01
2015,5,강원도,0.1
2015,5,강원도,0.2
2015,5,강원도,0.01
2015,5,강원도,0.02
2015,5,강원도,0.03
2015,5,경상북도,0.01
2015,5,경기도,0.01
2015,4,강원도,1.7
2015,4,경기도,0.02
2015,4,강원도,4.6
2015,4,경기도,0.01
2015,4,경기도,0.5
2015,4,전라북도,0.2
2015,4,전라북도,0.3
2015,4,경기도,1
2015,4,충청북도,1.6
2015,4,경기도,1
2015,4,충청북도,0.01
2015,4,경상북도,0.1
2015,4,강원도,0.2
2015,4,충청북도,0.01
2015,4,경기도,0.01
2015,4,충청북도,2
2015,4,강원도,0.2
2015,4,충청남도,0.01
2015,4,전라남도,1.8
2015,4,경상남도,0.03
2015,4,경기도,0.5
2015,4,경기도,0.05
2015,4,경기도,0.12
2015,4,경기도,1
2015,4,전라남도,0.2
2015,4,경기도,3
2015,4,전라남도,0.3
2015,4,강원도,0.3
2015,4,강원도,1
2015,4,경상북도,0.01
2015,4,강원도,0.5
2015,4,경상남도,0.03
2015,4,경상북도,0.01
2015,4,경상남도,0.06
2015,4,경상북도,0.01
2015,4,충청북도,0.2
2015,4,경기도,0.06
2015,4,강원도,0.3
2015,4,경기도,0.01
2015,4,강원도,0.2
2015,4,경기도,1.65
2015,4,경기도,0.01
2015,4,경기도,0.03
2015,4,강원도,0.06
2015,4,경기도,0.17
2015,4,경기도,0.07
2015,4,경기도,0.01
2015,4,강원도,0.01
2015,4,경기도,0.01
2015,3,경기도,0.2
2015,3,경상남도,0.12
2015,3,강원도,0.1
2015,3,전라남도,0.05
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,전라남도,0.03
2015,3,강원도,0.03
2015,3,충청북도,0.05
2015,3,전라남도,0.05
2015,3,전라남도,0.3
2015,3,강원도,0.05
2015,3,전라남도,0.02
2015,3,충청북도,0.06
2015,3,경상남도,0.02
2015,3,경상북도,2
2015,3,강원도,11.1
2015,3,경기도,1.2
2015,3,경기도,0.01
2015,3,경상남도,0.2
2015,3,전라북도,0.2
2015,3,충청북도,0.04
2015,3,전라남도,0.03
2015,3,경기도,0.16
2015,3,경상북도,0.1
2015,3,경기도,0.05
2015,3,경기도,0.1
2015,3,경상북도,0.01
2015,3,경기도,0.02
2015,3,경상북도,0.1
2015,3,경기도,0.01
2015,3,경기도,0.02
2015,3,경상북도,0.2
2015,3,강원도,0.03
2015,3,강원도,0.9
2015,3,전라남도,0.01
2015,3,경기도,0.12
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,충청남도,0.05
2015,3,충청북도,0.03
2015,3,강원도,1.5
2015,3,강원도,0.8
2015,3,강원도,0.05
2015,3,강원도,4.8
2015,3,경기도,0.02
2015,3,강원도,0.6
2015,3,강원도,0.06
2015,3,강원도,0.8
2015,3,전라남도,0.1
2015,3,경기도,0.01
2015,3,전라남도,0.01
2015,3,경기도,0.01
2015,3,강원도,0.1
2015,3,경기도,0.05
2015,3,강원도,0.2
2015,3,경기도,0.02
2015,3,경기도,3.3
2015,3,경기도,0.2
2015,3,경기도,0.01
2015,3,전라남도,0.01
2015,3,경기도,0.01
2015,3,전라북도,0.2
2015,3,경기도,0.15
2015,3,경기도,0.01
2015,3,경기도,0.05
2015,3,경기도,0.3
2015,3,전라남도,0.03
2015,3,경상북도,0.01
2015,3,경상북도,0.1
2015,3,경상남도,0.5
2015,3,강원도,37.1
2015,3,강원도,3
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,경상북도,0.17
2015,3,강원도,0.1
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,경기도,0.2
2015,3,강원도,10.8
2015,3,전라남도,0.01
2015,3,경상북도,0.01
2015,3,경기도,0.02
2015,3,경기도,4.9
2015,3,경기도,0.29
2015,3,경기도,0.01
2015,3,강원도,0.3
2015,3,충청북도,0.04
2015,3,강원도,67.3
2015,3,경기도,2
2015,3,경기도,0.02
2015,3,경기도,0.01
2015,3,경기도,0.02
2015,3,강원도,0.1
2015,3,전라남도,0.03
2015,3,전라남도,0.01
2015,3,경기도,0.1
2015,3,경기도,2
2015,3,경기도,50.7
2015,3,전라남도,0.1
2015,3,경기도,0.2
2015,3,경기도,0.01
2015,3,경기도,0.5
2015,3,경기도,0.15
2015,3,경기도,0.01
2015,3,경상북도,0.03
2015,3,경상남도,0.01
2015,3,경기도,0.02
2015,3,경상북도,0.03
2015,3,경기도,0.01
2015,3,경기도,0.02
2015,3,경상북도,0.2
2015,3,경기도,0.01
2015,3,경기도,0.05
2015,3,강원도,0.3
2015,3,충청남도,0.01
2015,3,경기도,0.05
2015,3,경기도,0.01
2015,3,경기도,0.2
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,경기도,0.05
2015,3,경기도,0.04
2015,3,강원도,0.1
2015,3,경기도,0.17
2015,3,경기도,0.01
2015,3,경기도,0.17
2015,3,강원도,0.02
2015,3,경상북도,0.02
2015,3,강원도,1.92
2015,3,경상남도,0.3
2015,3,전라남도,0.02
2015,3,경기도,0.01
2015,3,전라남도,0.02
2015,3,전라남도,0.07
2015,3,전라남도,0.03
2015,3,충청남도,0.2
2015,3,경상북도,0.1
2015,3,강원도,0.5
2015,3,경기도,0.02
2015,3,경상북도,0.03
2015,3,전라북도,0.15
2015,3,전라남도,0.1
2015,3,경상남도,0.03
2015,3,전라북도,0.03
2015,3,경상북도,0.1
2015,3,경기도,0.02
2015,3,경상남도,0.2
2015,3,경기도,0.01
2015,3,강원도,1.5
2015,3,경기도,0.03
2015,3,경기도,0.02
2015,3,전라남도,0.1
2015,3,경상북도,0.03
2015,3,경기도,0.07
2015,3,강원도,0.2
2015,3,경기도,0.01
2015,3,경기도,0.2
2015,3,경기도,0.01
2015,3,경기도,0.01
2015,3,충청남도,0.15
2015,3,경기도,0.01
2015,3,전라남도,0.01
2015,3,강원도,0.8
2015,3,경상북도,0.1
2015,3,경상북도,0.1
2015,3,강원도,0.07
2015,3,경기도,0.4
2015,3,경기도,0.05
2015,3,경기도,0.01
2015,3,강원도,0.02
2015,3,충청북도,0.02
2015,3,경기도,0.8
2015,3,경상북도,0.1
2015,3,충청남도,0.3
2015,3,경기도,0.01
2015,3,경기도,0.05
2015,3,경상북도,1
2015,3,경기도,0.01
2015,3,전라남도,0.02
2015,3,충청남도,0.1
2015,3,전라남도,0.01
2015,3,전라남도,0.01
2015,3,경기도,0.06
2015,3,경상북도,2
2015,3,경상북도,0.1
2015,3,경상남도,0.25
2015,3,경기도,0.01
2015,3,강원도,0.03
2015,3,강원도,0.1
2015,3,경상북도,0.3
2015,3,경상남도,0.4
2015,3,충청남도,0.9
2015,3,충청남도,0.3
